areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate
region,East of England,E12000006,2020-07-20,82,24394
region,East of England,E12000006,2020-07-19,21,24312
region,East of England,E12000006,2020-07-18,28,24291
region,East of England,E12000006,2020-07-17,51,24263
region,East of England,E12000006,2020-07-16,62,24212
region,East of England,E12000006,2020-07-15,55,24150
region,East of England,E12000006,2020-07-14,81,24095
region,East of England,E12000006,2020-07-13,64,24014
region,East of England,E12000006,2020-07-12,34,23950
region,East of England,E12000006,2020-07-11,42,23916
region,East of England,E12000006,2020-07-10,50,23874
region,East of England,E12000006,2020-07-09,54,23824
region,East of England,E12000006,2020-07-08,77,23770
region,East of England,E12000006,2020-07-07,38,23693
region,East of England,E12000006,2020-07-06,56,23655
region,East of England,E12000006,2020-07-05,36,23599
region,East of England,E12000006,2020-07-04,43,23563
region,East of England,E12000006,2020-07-03,60,23520
region,East of England,E12000006,2020-07-02,61,23460
region,East of England,E12000006,2020-07-01,40,23399
region,East of England,E12000006,2020-06-30,34,23359
region,East of England,E12000006,2020-06-29,50,23325
region,East of England,E12000006,2020-06-28,25,23275
region,East of England,E12000006,2020-06-27,20,23250
region,East of England,E12000006,2020-06-26,59,23230
region,East of England,E12000006,2020-06-25,39,23171
region,East of England,E12000006,2020-06-24,58,23132
region,East of England,E12000006,2020-06-23,44,23074
region,East of England,E12000006,2020-06-22,74,23030
region,East of England,E12000006,2020-06-21,57,22956
region,East of England,E12000006,2020-06-20,31,22899
region,East of England,E12000006,2020-06-19,74,22868
region,East of England,E12000006,2020-06-18,82,22794
region,East of England,E12000006,2020-06-17,77,22712
region,East of England,E12000006,2020-06-16,107,22635
region,East of England,E12000006,2020-06-15,112,22528
region,East of England,E12000006,2020-06-14,73,22416
region,East of England,E12000006,2020-06-13,89,22343
region,East of England,E12000006,2020-06-12,66,22254
region,East of England,E12000006,2020-06-11,71,22188
region,East of England,E12000006,2020-06-10,118,22117
region,East of England,E12000006,2020-06-09,130,21999
region,East of England,E12000006,2020-06-08,95,21869
region,East of England,E12000006,2020-06-07,46,21774
region,East of England,E12000006,2020-06-06,93,21728
region,East of England,E12000006,2020-06-05,110,21635
region,East of England,E12000006,2020-06-04,93,21525
region,East of England,E12000006,2020-06-03,123,21432
region,East of England,E12000006,2020-06-02,131,21309
region,East of England,E12000006,2020-06-01,138,21178
region,East of England,E12000006,2020-05-31,61,21040
region,East of England,E12000006,2020-05-30,83,20979
region,East of England,E12000006,2020-05-29,160,20896
region,East of England,E12000006,2020-05-28,163,20736
region,East of England,E12000006,2020-05-27,149,20573
region,East of England,E12000006,2020-05-26,150,20424
region,East of England,E12000006,2020-05-25,147,20274
region,East of England,E12000006,2020-05-24,102,20127
region,East of England,E12000006,2020-05-23,151,20025
region,East of England,E12000006,2020-05-22,190,19874
region,East of England,E12000006,2020-05-21,246,19684
region,East of England,E12000006,2020-05-20,243,19438
region,East of England,E12000006,2020-05-19,254,19195
region,East of England,E12000006,2020-05-18,283,18941
region,East of England,E12000006,2020-05-17,153,18658
region,East of England,E12000006,2020-05-16,175,18505
region,East of England,E12000006,2020-05-15,211,18330
region,East of England,E12000006,2020-05-14,217,18119
region,East of England,E12000006,2020-05-13,329,17902
region,East of England,E12000006,2020-05-12,315,17573
region,East of England,E12000006,2020-05-11,390,17258
region,East of England,E12000006,2020-05-10,208,16868
region,East of England,E12000006,2020-05-09,202,16660
region,East of England,E12000006,2020-05-08,229,16458
region,East of England,E12000006,2020-05-07,396,16229
region,East of England,E12000006,2020-05-06,388,15833
region,East of England,E12000006,2020-05-05,332,15445
region,East of England,E12000006,2020-05-04,392,15113
region,East of England,E12000006,2020-05-03,317,14721
region,East of England,E12000006,2020-05-02,302,14404
region,East of England,E12000006,2020-05-01,494,14102
region,East of England,E12000006,2020-04-30,424,13608
region,East of England,E12000006,2020-04-29,474,13184
region,East of England,E12000006,2020-04-28,464,12710
region,East of England,E12000006,2020-04-27,511,12246
region,East of England,E12000006,2020-04-26,358,11735
region,East of England,E12000006,2020-04-25,377,11377
region,East of England,E12000006,2020-04-24,423,11000
region,East of England,E12000006,2020-04-23,475,10577
region,East of England,E12000006,2020-04-22,522,10102
region,East of England,E12000006,2020-04-21,407,9580
region,East of England,E12000006,2020-04-20,364,9173
region,East of England,E12000006,2020-04-19,316,8809
region,East of England,E12000006,2020-04-18,329,8493
region,East of England,E12000006,2020-04-17,365,8164
region,East of England,E12000006,2020-04-16,337,7799
region,East of England,E12000006,2020-04-15,296,7462
region,East of England,E12000006,2020-04-14,289,7166
region,East of England,E12000006,2020-04-13,292,6877
region,East of England,E12000006,2020-04-12,259,6585
region,East of England,E12000006,2020-04-11,271,6326
region,East of England,E12000006,2020-04-10,321,6055
region,East of England,E12000006,2020-04-09,323,5734
region,East of England,E12000006,2020-04-08,409,5411
region,East of England,E12000006,2020-04-07,389,5002
region,East of England,E12000006,2020-04-06,385,4613
region,East of England,E12000006,2020-04-05,281,4228
region,East of England,E12000006,2020-04-04,269,3947
region,East of England,E12000006,2020-04-03,352,3678
region,East of England,E12000006,2020-04-02,372,3326
region,East of England,E12000006,2020-04-01,333,2954
region,East of England,E12000006,2020-03-31,322,2621
region,East of England,E12000006,2020-03-30,300,2299
region,East of England,E12000006,2020-03-29,209,1999
region,East of England,E12000006,2020-03-28,183,1790
region,East of England,E12000006,2020-03-27,244,1607
region,East of England,E12000006,2020-03-26,215,1363
region,East of England,E12000006,2020-03-25,188,1148
region,East of England,E12000006,2020-03-24,165,960
region,East of England,E12000006,2020-03-23,196,795
region,East of England,E12000006,2020-03-22,91,599
region,East of England,E12000006,2020-03-21,76,508
region,East of England,E12000006,2020-03-20,70,432
region,East of England,E12000006,2020-03-19,56,362
region,East of England,E12000006,2020-03-18,74,306
region,East of England,E12000006,2020-03-17,39,232
region,East of England,E12000006,2020-03-16,23,193
region,East of England,E12000006,2020-03-15,35,170
region,East of England,E12000006,2020-03-14,16,135
region,East of England,E12000006,2020-03-13,37,119
region,East of England,E12000006,2020-03-12,18,82
region,East of England,E12000006,2020-03-11,14,64
region,East of England,E12000006,2020-03-10,16,50
region,East of England,E12000006,2020-03-09,4,34
region,East of England,E12000006,2020-03-08,2,30
region,East of England,E12000006,2020-03-07,3,28
region,East of England,E12000006,2020-03-06,5,25
region,East of England,E12000006,2020-03-05,1,20
region,East of England,E12000006,2020-03-04,7,19
region,East of England,E12000006,2020-03-03,7,12
region,East of England,E12000006,2020-03-02,0,5
region,East of England,E12000006,2020-03-01,1,5
region,East of England,E12000006,2020-02-29,0,4
region,East of England,E12000006,2020-02-28,2,4
region,East of England,E12000006,2020-02-27,1,2
region,East of England,E12000006,2020-02-26,1,1
