date,adm0_name,adm1_name,school_closure,travel_ban_local_opt,no_gathering,travel_ban_intl_out,work_from_home,testing_regime,home_isolation,religious_closure,cum_confirmed_cases,cum_confirmed_cases_imputed,population,t,dow,month,year,day,adm1_id,longest_series,daily_confirmed_cases,l_cum_confirmed_cases,D_l_cum_confirmed_cases,testing_change_irn_13mar2020,sample_avg,day_avg,travel_ban_local_opt_natl,school_closure_natl,p_irn_1,p_irn_2
"2020-03-19","IRN","Bushehr",1,1,1,1,1,1,1,0,54,54,1163400,19mar2020,4,3,2020,19,"Bushehr",0,8,2.079442,.6931472,0,,,1,1,1,1
"2020-03-20","IRN","Bushehr",1,1,1,1,1,1,1,0,55,55,1163400,20mar2020,5,3,2020,20,"Bushehr",0,1,0,,0,.8196025,,1,1,1,1
"2020-03-21","IRN","Bushehr",1,1,1,1,1,1,1,0,55,55,1163400,21mar2020,6,3,2020,21,"Bushehr",0,0,,,0,.8196025,,1,1,1,1
"2020-03-22","IRN","Bushehr",1,1,1,1,1,1,1,0,55,55,1163400,22mar2020,0,3,2020,22,"Bushehr",0,0,,,0,.8196025,,1,1,1,1
"2020-02-27","IRN","Chahar Mahall and Bakhtiari",0,0,1,1,0,0,0,0,,0,947763,27feb2020,4,2,2020,27,"Chahar Mahall and Bakhtiari",0,,,,0,.8196025,,0,0,0,0
"2020-02-28","IRN","Chahar Mahall and Bakhtiari",0,0,1,1,0,0,0,0,,0,947763,28feb2020,5,2,2020,28,"Chahar Mahall and Bakhtiari",0,,,,0,.8196025,,0,0,0,0
"2020-02-29","IRN","Chahar Mahall and Bakhtiari",0,0,1,1,0,0,0,0,,0,947763,29feb2020,6,2,2020,29,"Chahar Mahall and Bakhtiari",0,,,,0,.8196025,,0,0,0,0
"2020-03-01","IRN","Chahar Mahall and Bakhtiari",0,1,1,1,0,0,0,0,,0,947763,01mar2020,0,3,2020,1,"Chahar Mahall and Bakhtiari",0,,,,0,.8196025,,1,0,.3333333,0
"2020-03-02","IRN","Chahar Mahall and Bakhtiari",0,1,1,1,0,0,0,0,,0,947763,02mar2020,1,3,2020,2,"Chahar Mahall and Bakhtiari",0,,,,0,.8196025,,1,0,.3333333,0
"2020-03-03","IRN","Chahar Mahall and Bakhtiari",0,1,1,1,1,0,0,0,,0,947763,03mar2020,2,3,2020,3,"Chahar Mahall and Bakhtiari",0,,,,0,.8196025,,1,0,.6666667,0
"2020-03-04","IRN","Chahar Mahall and Bakhtiari",0,1,1,1,1,0,0,0,,1,947763,04mar2020,3,3,2020,4,"Chahar Mahall and Bakhtiari",0,,,,0,.8196025,,1,0,.6666667,0
"2020-03-05","IRN","Chahar Mahall and Bakhtiari",1,1,1,1,1,0,0,0,,9,947763,05mar2020,4,3,2020,5,"Chahar Mahall and Bakhtiari",0,,,,0,.8196025,,1,1,1,0
"2020-03-06","IRN","Chahar Mahall and Bakhtiari",1,1,1,1,1,0,0,0,14,14,947763,06mar2020,5,3,2020,6,"Chahar Mahall and Bakhtiari",0,,,,0,.8196025,,1,1,1,0
"2020-03-07","IRN","Chahar Mahall and Bakhtiari",1,1,1,1,1,0,0,0,16,16,947763,07mar2020,6,3,2020,7,"Chahar Mahall and Bakhtiari",0,2,.6931472,,0,.8196025,,1,1,1,0
"2020-03-08","IRN","Chahar Mahall and Bakhtiari",1,1,1,1,1,0,0,0,21,21,947763,08mar2020,0,3,2020,8,"Chahar Mahall and Bakhtiari",0,5,1.609438,.9162908,0,,,1,1,1,0
"2020-03-09","IRN","Chahar Mahall and Bakhtiari",1,1,1,1,1,0,0,0,26,26,947763,09mar2020,1,3,2020,9,"Chahar Mahall and Bakhtiari",0,5,1.609438,0,0,,,1,1,1,0
"2020-03-10","IRN","Chahar Mahall and Bakhtiari",1,1,1,1,1,0,0,0,37,37,947763,10mar2020,2,3,2020,10,"Chahar Mahall and Bakhtiari",0,11,2.397895,.7884574,0,,,1,1,1,0
"2020-03-11","IRN","Chahar Mahall and Bakhtiari",1,1,1,1,1,0,0,0,38,38,947763,11mar2020,3,3,2020,11,"Chahar Mahall and Bakhtiari",0,1,0,,0,.8196025,,1,1,1,0
"2020-03-12","IRN","Chahar Mahall and Bakhtiari",1,1,1,1,1,0,0,0,49,49,947763,12mar2020,4,3,2020,12,"Chahar Mahall and Bakhtiari",0,11,2.397895,2.397895,0,,,1,1,1,0
"2020-03-13","IRN","Chahar Mahall and Bakhtiari",1,1,1,1,1,1,1,0,49,49,947763,13mar2020,5,3,2020,13,"Chahar Mahall and Bakhtiari",0,0,,,1,.8196025,,1,1,1,1
"2020-03-14","IRN","Chahar Mahall and Bakhtiari",1,1,1,1,1,1,1,0,49,49,947763,14mar2020,6,3,2020,14,"Chahar Mahall and Bakhtiari",0,0,,,0,.8196025,,1,1,1,1
"2020-03-15","IRN","Chahar Mahall and Bakhtiari",1,1,1,1,1,1,1,0,49,49,947763,15mar2020,0,3,2020,15,"Chahar Mahall and Bakhtiari",0,0,,,0,.8196025,,1,1,1,1
"2020-03-16","IRN","Chahar Mahall and Bakhtiari",1,1,1,1,1,1,1,0,52,52,947763,16mar2020,1,3,2020,16,"Chahar Mahall and Bakhtiari",0,3,1.098612,,0,.8196025,,1,1,1,1
"2020-03-17","IRN","Chahar Mahall and Bakhtiari",1,1,1,1,1,1,1,0,54,54,947763,17mar2020,2,3,2020,17,"Chahar Mahall and Bakhtiari",0,2,.6931472,,0,.8196025,,1,1,1,1
"2020-03-18","IRN","Chahar Mahall and Bakhtiari",1,1,1,1,1,1,1,0,58,58,947763,18mar2020,3,3,2020,18,"Chahar Mahall and Bakhtiari",0,4,1.386294,.6931472,0,,,1,1,1,1
"2020-03-19","IRN","Chahar Mahall and Bakhtiari",1,1,1,1,1,1,1,0,61,61,947763,19mar2020,4,3,2020,19,"Chahar Mahall and Bakhtiari",0,3,1.098612,,0,.8196025,,1,1,1,1
"2020-03-20","IRN","Chahar Mahall and Bakhtiari",1,1,1,1,1,1,1,0,64,64,947763,20mar2020,5,3,2020,20,"Chahar Mahall and Bakhtiari",0,3,1.098612,0,0,,,1,1,1,1
"2020-03-21","IRN","Chahar Mahall and Bakhtiari",1,1,1,1,1,1,1,0,66,66,947763,21mar2020,6,3,2020,21,"Chahar Mahall and Bakhtiari",0,2,.6931472,,0,.8196025,,1,1,1,1
"2020-03-22","IRN","Chahar Mahall and Bakhtiari",1,1,1,1,1,1,1,0,68,68,947763,22mar2020,0,3,2020,22,"Chahar Mahall and Bakhtiari",0,2,.6931472,0,0,,,1,1,1,1
"2020-02-27","IRN","East Azarbaijan",0,0,1,1,0,0,0,0,,2,3909652,27feb2020,4,2,2020,27,"East Azarbaijan",0,,,,0,.8196025,,0,0,0,0
"2020-02-28","IRN","East Azarbaijan",0,0,1,1,0,0,0,0,,6,3909652,28feb2020,5,2,2020,28,"East Azarbaijan",0,,,,0,.8196025,,0,0,0,0
"2020-02-29","IRN","East Azarbaijan",0,0,1,1,0,0,0,0,12,12,3909652,29feb2020,6,2,2020,29,"East Azarbaijan",0,,,,0,.8196025,,0,0,0,0
"2020-03-01","IRN","East Azarbaijan",0,1,1,1,0,0,0,0,12,12,3909652,01mar2020,0,3,2020,1,"East Azarbaijan",0,0,,,0,.8196025,,1,0,.3333333,0
"2020-03-02","IRN","East Azarbaijan",0,1,1,1,0,0,0,0,,12,3909652,02mar2020,1,3,2020,2,"East Azarbaijan",0,,,,0,.8196025,,1,0,.3333333,0
"2020-03-03","IRN","East Azarbaijan",0,1,1,1,1,0,0,0,,12,3909652,03mar2020,2,3,2020,3,"East Azarbaijan",0,,,,0,.8196025,,1,0,.6666667,0
"2020-03-04","IRN","East Azarbaijan",0,1,1,1,1,0,0,0,21,21,3909652,04mar2020,3,3,2020,4,"East Azarbaijan",0,,,,0,.8196025,,1,0,.6666667,0
"2020-03-05","IRN","East Azarbaijan",1,1,1,1,1,0,0,0,31,31,3909652,05mar2020,4,3,2020,5,"East Azarbaijan",0,10,2.302585,,0,.8196025,,1,1,1,0
"2020-03-06","IRN","East Azarbaijan",1,1,1,1,1,0,0,0,41,41,3909652,06mar2020,5,3,2020,6,"East Azarbaijan",0,10,2.302585,0,0,,,1,1,1,0
"2020-03-07","IRN","East Azarbaijan",1,1,1,1,1,0,0,0,43,43,3909652,07mar2020,6,3,2020,7,"East Azarbaijan",0,2,.6931472,,0,.8196025,,1,1,1,0
"2020-03-08","IRN","East Azarbaijan",1,1,1,1,1,0,0,0,73,73,3909652,08mar2020,0,3,2020,8,"East Azarbaijan",0,30,3.401197,2.70805,0,,,1,1,1,0
"2020-03-09","IRN","East Azarbaijan",1,1,1,1,1,0,0,0,95,95,3909652,09mar2020,1,3,2020,9,"East Azarbaijan",0,22,3.091043,,0,.8196025,,1,1,1,0
"2020-03-10","IRN","East Azarbaijan",1,1,1,1,1,0,0,0,112,112,3909652,10mar2020,2,3,2020,10,"East Azarbaijan",0,17,2.833213,,0,.8196025,,1,1,1,0
"2020-03-11","IRN","East Azarbaijan",1,1,1,1,1,0,0,0,141,141,3909652,11mar2020,3,3,2020,11,"East Azarbaijan",0,29,3.367296,.5340824,0,,,1,1,1,0
"2020-03-12","IRN","East Azarbaijan",1,1,1,1,1,0,0,0,148,148,3909652,12mar2020,4,3,2020,12,"East Azarbaijan",0,7,1.94591,,0,.8196025,,1,1,1,0
"2020-03-13","IRN","East Azarbaijan",1,1,1,1,1,1,1,0,245,245,3909652,13mar2020,5,3,2020,13,"East Azarbaijan",0,97,4.574711,2.628801,1,,,1,1,1,1
"2020-03-14","IRN","East Azarbaijan",1,1,1,1,1,1,1,0,304,304,3909652,14mar2020,6,3,2020,14,"East Azarbaijan",0,59,4.077538,,0,.8196025,,1,1,1,1
"2020-03-15","IRN","East Azarbaijan",1,1,1,1,1,1,1,0,340,340,3909652,15mar2020,0,3,2020,15,"East Azarbaijan",0,36,3.583519,,0,.8196025,,1,1,1,1
"2020-03-16","IRN","East Azarbaijan",1,1,1,1,1,1,1,0,375,375,3909652,16mar2020,1,3,2020,16,"East Azarbaijan",0,35,3.555348,,0,.8196025,,1,1,1,1
"2020-03-17","IRN","East Azarbaijan",1,1,1,1,1,1,1,0,453,453,3909652,17mar2020,2,3,2020,17,"East Azarbaijan",0,78,4.356709,.8013608,0,,,1,1,1,1
"2020-03-18","IRN","East Azarbaijan",1,1,1,1,1,1,1,0,537,537,3909652,18mar2020,3,3,2020,18,"East Azarbaijan",0,84,4.430817,.0741076,0,,,1,1,1,1
"2020-03-19","IRN","East Azarbaijan",1,1,1,1,1,1,1,0,595,595,3909652,19mar2020,4,3,2020,19,"East Azarbaijan",0,58,4.060443,,0,.8196025,,1,1,1,1
"2020-03-20","IRN","East Azarbaijan",1,1,1,1,1,1,1,0,650,650,3909652,20mar2020,5,3,2020,20,"East Azarbaijan",0,55,4.007333,,0,.8196025,,1,1,1,1
"2020-03-21","IRN","East Azarbaijan",1,1,1,1,1,1,1,0,722,722,3909652,21mar2020,6,3,2020,21,"East Azarbaijan",0,72,4.276666,.2693329,0,,,1,1,1,1
"2020-03-22","IRN","East Azarbaijan",1,1,1,1,1,1,1,0,779,779,3909652,22mar2020,0,3,2020,22,"East Azarbaijan",0,57,4.043051,,0,.8196025,,1,1,1,1
"2020-02-27","IRN","Esfahan",0,0,1,1,0,0,0,0,10,10,5120850,27feb2020,4,2,2020,27,"Esfahan",0,,,,0,.8196025,,0,0,0,0
"2020-02-28","IRN","Esfahan",0,0,1,1,0,0,0,0,20,20,5120850,28feb2020,5,2,2020,28,"Esfahan",0,10,2.302585,,0,.8196025,,0,0,0,0
"2020-02-29","IRN","Esfahan",0,0,1,1,0,0,0,0,32,32,5120850,29feb2020,6,2,2020,29,"Esfahan",0,12,2.484907,.1823215,0,,,0,0,0,0
"2020-03-01","IRN","Esfahan",0,1,1,1,0,0,0,0,45,45,5120850,01mar2020,0,3,2020,1,"Esfahan",0,13,2.564949,.0800426,0,,,1,0,.3333333,0
"2020-03-02","IRN","Esfahan",0,1,1,1,0,0,0,0,,63,5120850,02mar2020,1,3,2020,2,"Esfahan",0,,,,0,.8196025,,1,0,.3333333,0
"2020-03-03","IRN","Esfahan",0,1,1,1,1,0,0,0,,91,5120850,03mar2020,2,3,2020,3,"Esfahan",0,,,,0,.8196025,,1,0,.6666667,0
"2020-03-04","IRN","Esfahan",0,1,1,1,1,0,0,0,45,91,5120850,04mar2020,3,3,2020,4,"Esfahan",0,,,,0,.8196025,,1,0,.6666667,0
"2020-03-05","IRN","Esfahan",1,1,1,1,1,0,0,0,163,209,5120850,05mar2020,4,3,2020,5,"Esfahan",0,118,4.770685,,0,.8196025,,1,1,1,0
"2020-03-06","IRN","Esfahan",1,1,1,1,1,1,0,0,313,359,5120850,06mar2020,5,3,2020,6,"Esfahan",0,150,5.010635,.2399507,0,,,1,1,1,0
"2020-03-07","IRN","Esfahan",1,1,1,1,1,1,0,0,409,455,5120850,07mar2020,6,3,2020,7,"Esfahan",0,96,4.564348,,0,.8196025,,1,1,1,0
"2020-03-08","IRN","Esfahan",1,1,1,1,1,1,0,0,489,535,5120850,08mar2020,0,3,2020,8,"Esfahan",0,80,4.382027,,0,.8196025,,1,1,1,0
"2020-03-09","IRN","Esfahan",1,1,1,1,1,1,0,0,526,572,5120850,09mar2020,1,3,2020,9,"Esfahan",0,37,3.610918,,0,.8196025,,1,1,1,0
"2020-03-10","IRN","Esfahan",1,1,1,1,1,1,0,0,543,589,5120850,10mar2020,2,3,2020,10,"Esfahan",0,17,2.833213,,0,.8196025,,1,1,1,0
"2020-03-11","IRN","Esfahan",1,1,1,1,1,1,0,0,713,759,5120850,11mar2020,3,3,2020,11,"Esfahan",0,170,5.135798,2.302585,0,,,1,1,1,0
"2020-03-12","IRN","Esfahan",1,1,1,1,1,1,0,0,717,763,5120850,12mar2020,4,3,2020,12,"Esfahan",0,4,1.386294,,0,.8196025,,1,1,1,0
"2020-03-13","IRN","Esfahan",1,1,1,1,1,1,1,0,827,873,5120850,13mar2020,5,3,2020,13,"Esfahan",0,110,4.70048,3.314186,1,,,1,1,1,1
"2020-03-14","IRN","Esfahan",1,1,1,1,1,1,1,0,982,1028,5120850,14mar2020,6,3,2020,14,"Esfahan",0,155,5.043425,.3429446,0,,,1,1,1,1
"2020-03-15","IRN","Esfahan",1,1,1,1,1,1,1,0,1108,1154,5120850,15mar2020,0,3,2020,15,"Esfahan",0,126,4.836282,,0,.8196025,,1,1,1,1
"2020-03-16","IRN","Esfahan",1,1,1,1,1,1,1,0,1226,1272,5120850,16mar2020,1,3,2020,16,"Esfahan",0,118,4.770685,,0,.8196025,,1,1,1,1
"2020-03-17","IRN","Esfahan",1,1,1,1,1,1,1,0,1301,1347,5120850,17mar2020,2,3,2020,17,"Esfahan",0,75,4.317488,,0,.8196025,,1,1,1,1
"2020-03-18","IRN","Esfahan",1,1,1,1,1,1,1,0,1463,1509,5120850,18mar2020,3,3,2020,18,"Esfahan",0,162,5.087596,.7701082,0,,,1,1,1,1
"2020-03-19","IRN","Esfahan",1,1,1,1,1,1,1,0,1571,1617,5120850,19mar2020,4,3,2020,19,"Esfahan",0,108,4.682131,,0,.8196025,,1,1,1,1
"2020-03-20","IRN","Esfahan",1,1,1,1,1,1,1,0,1716,1762,5120850,20mar2020,5,3,2020,20,"Esfahan",0,145,4.976734,.2946024,0,,,1,1,1,1
"2020-03-21","IRN","Esfahan",1,1,1,1,1,1,1,0,1817,1863,5120850,21mar2020,6,3,2020,21,"Esfahan",0,101,4.61512,,0,.8196025,,1,1,1,1
"2020-03-22","IRN","Esfahan",1,1,1,1,1,1,1,0,1904,1950,5120850,22mar2020,0,3,2020,22,"Esfahan",0,87,4.465908,,0,.8196025,,1,1,1,1
"2020-02-27","IRN","Fars",0,0,1,1,0,0,0,0,,3,4851274,27feb2020,4,2,2020,27,"Fars",0,,,,0,.8196025,,0,0,0,0
"2020-02-28","IRN","Fars",0,0,1,1,0,0,0,0,,3,4851274,28feb2020,5,2,2020,28,"Fars",0,,,,0,.8196025,,0,0,0,0
"2020-02-29","IRN","Fars",0,0,1,1,0,0,0,0,11,11,4851274,29feb2020,6,2,2020,29,"Fars",0,,,,0,.8196025,,0,0,0,0
"2020-03-01","IRN","Fars",0,1,1,1,0,0,0,0,19,19,4851274,01mar2020,0,3,2020,1,"Fars",0,8,2.079442,,0,.8196025,,1,0,.3333333,0
"2020-03-02","IRN","Fars",0,1,1,1,0,0,0,0,,30,4851274,02mar2020,1,3,2020,2,"Fars",0,,,,0,.8196025,,1,0,.3333333,0
"2020-03-03","IRN","Fars",0,1,1,1,1,0,0,0,,47,4851274,03mar2020,2,3,2020,3,"Fars",0,,,,0,.8196025,,1,0,.6666667,0
"2020-03-04","IRN","Fars",0,1,1,1,1,0,0,0,33,61,4851274,04mar2020,3,3,2020,4,"Fars",0,,,,0,.8196025,,1,0,.6666667,0
"2020-03-05","IRN","Fars",1,1,1,1,1,0,0,0,52,80,4851274,05mar2020,4,3,2020,5,"Fars",0,19,2.944439,,0,.8196025,,1,1,1,0
"2020-03-06","IRN","Fars",1,1,1,1,1,0,0,0,65,93,4851274,06mar2020,5,3,2020,6,"Fars",0,13,2.564949,,0,.8196025,,1,1,1,0
"2020-03-07","IRN","Fars",1,1,1,1,1,0,0,0,79,107,4851274,07mar2020,6,3,2020,7,"Fars",0,14,2.639057,.0741081,0,,,1,1,1,0
"2020-03-08","IRN","Fars",1,1,1,1,1,0,0,0,88,116,4851274,08mar2020,0,3,2020,8,"Fars",0,9,2.197225,,0,.8196025,,1,1,1,0
"2020-03-09","IRN","Fars",1,1,1,1,1,0,0,0,117,145,4851274,09mar2020,1,3,2020,9,"Fars",0,29,3.367296,1.170071,0,,,1,1,1,0
"2020-03-10","IRN","Fars",1,1,1,1,1,0,0,0,135,163,4851274,10mar2020,2,3,2020,10,"Fars",0,18,2.890372,,0,.8196025,,1,1,1,0
"2020-03-11","IRN","Fars",1,1,1,1,1,0,0,0,154,182,4851274,11mar2020,3,3,2020,11,"Fars",0,19,2.944439,.0540671,0,,,1,1,1,0
"2020-03-12","IRN","Fars",1,1,1,1,1,0,0,0,183,211,4851274,12mar2020,4,3,2020,12,"Fars",0,29,3.367296,.4228568,0,,,1,1,1,0
"2020-03-13","IRN","Fars",1,1,1,1,1,1,1,0,216,244,4851274,13mar2020,5,3,2020,13,"Fars",0,33,3.496508,.1292119,1,,,1,1,1,1
"2020-03-14","IRN","Fars",1,1,1,1,1,1,1,0,227,255,4851274,14mar2020,6,3,2020,14,"Fars",0,11,2.397895,,0,.8196025,,1,1,1,1
"2020-03-15","IRN","Fars",1,1,1,1,1,1,1,0,236,264,4851274,15mar2020,0,3,2020,15,"Fars",0,9,2.197225,,0,.8196025,,1,1,1,1
"2020-03-16","IRN","Fars",1,1,1,1,1,1,1,0,279,307,4851274,16mar2020,1,3,2020,16,"Fars",0,43,3.7612,1.563976,0,,,1,1,1,1
"2020-03-17","IRN","Fars",1,1,1,1,1,1,1,0,310,338,4851274,17mar2020,2,3,2020,17,"Fars",0,31,3.433987,,0,.8196025,,1,1,1,1
"2020-03-18","IRN","Fars",1,1,1,1,1,1,1,0,370,398,4851274,18mar2020,3,3,2020,18,"Fars",0,60,4.094345,.6603575,0,,,1,1,1,1
"2020-03-19","IRN","Fars",1,1,1,1,1,1,1,0,391,419,4851274,19mar2020,4,3,2020,19,"Fars",0,21,3.044523,,0,.8196025,,1,1,1,1
"2020-03-20","IRN","Fars",1,1,1,1,1,1,1,0,441,469,4851274,20mar2020,5,3,2020,20,"Fars",0,50,3.912023,.8675005,0,,,1,1,1,1
"2020-03-21","IRN","Fars",1,1,1,1,1,1,1,0,463,491,4851274,21mar2020,6,3,2020,21,"Fars",0,22,3.091043,,0,.8196025,,1,1,1,1
"2020-03-22","IRN","Fars",1,1,1,1,1,1,1,0,489,517,4851274,22mar2020,0,3,2020,22,"Fars",0,26,3.258096,.1670539,0,,,1,1,1,1
"2020-02-27","IRN","Gilan",1,0,1,1,0,0,0,0,32,32,2530696,27feb2020,4,2,2020,27,"Gilan",0,,,,0,.8196025,,0,0,0,0
"2020-02-28","IRN","Gilan",1,0,1,1,0,0,0,0,57,57,2530696,28feb2020,5,2,2020,28,"Gilan",0,25,3.218876,,0,.8196025,,0,0,0,0
"2020-02-29","IRN","Gilan",1,0,1,1,0,0,0,0,74,74,2530696,29feb2020,6,2,2020,29,"Gilan",0,17,2.833213,,0,.8196025,,0,0,0,0
"2020-03-01","IRN","Gilan",1,1,1,1,0,0,0,0,102,102,2530696,01mar2020,0,3,2020,1,"Gilan",0,28,3.332205,.4989913,0,,,1,0,.3333333,0
"2020-03-02","IRN","Gilan",1,1,1,1,0,0,0,0,,140,2530696,02mar2020,1,3,2020,2,"Gilan",0,,,,0,.8196025,,1,0,.3333333,0
"2020-03-03","IRN","Gilan",1,1,1,1,1,0,0,0,,201,2530696,03mar2020,2,3,2020,3,"Gilan",0,,,,0,.8196025,,1,0,.6666667,0
"2020-03-04","IRN","Gilan",1,1,1,1,1,0,0,0,137,236,2530696,04mar2020,3,3,2020,4,"Gilan",0,,,,0,.8196025,,1,0,.6666667,0
"2020-03-05","IRN","Gilan",1,1,1,1,1,0,0,0,217,316,2530696,05mar2020,4,3,2020,5,"Gilan",0,80,4.382027,,0,.8196025,,1,0,.6666667,0
"2020-03-06","IRN","Gilan",1,1,1,1,1,1,0,0,308,407,2530696,06mar2020,5,3,2020,6,"Gilan",0,91,4.510859,.1288328,0,,,1,0,.6666667,0
"2020-03-07","IRN","Gilan",1,1,1,1,1,1,0,0,378,477,2530696,07mar2020,6,3,2020,7,"Gilan",0,70,4.248495,,0,.8196025,,1,0,.6666667,0
"2020-03-08","IRN","Gilan",1,1,1,1,1,1,0,0,380,479,2530696,08mar2020,0,3,2020,8,"Gilan",0,2,.6931472,,0,.8196025,,1,0,.6666667,0
"2020-03-09","IRN","Gilan",1,1,1,1,1,1,0,0,408,507,2530696,09mar2020,1,3,2020,9,"Gilan",0,28,3.332205,2.639057,0,,,1,0,.6666667,0
"2020-03-10","IRN","Gilan",1,1,1,1,1,1,0,0,408,507,2530696,10mar2020,2,3,2020,10,"Gilan",0,0,,,0,.8196025,,1,0,.6666667,0
"2020-03-11","IRN","Gilan",1,1,1,1,1,1,0,0,413,512,2530696,11mar2020,3,3,2020,11,"Gilan",0,5,1.609438,,0,.8196025,,1,0,.6666667,0
"2020-03-12","IRN","Gilan",1,1,1,1,1,1,0,0,497,596,2530696,12mar2020,4,3,2020,12,"Gilan",0,84,4.430817,2.821379,0,,,1,0,.6666667,0
"2020-03-13","IRN","Gilan",1,1,1,1,1,1,1,0,568,667,2530696,13mar2020,5,3,2020,13,"Gilan",0,71,4.26268,,1,.8196025,,1,0,.6666667,1
"2020-03-14","IRN","Gilan",1,1,1,1,1,1,1,0,681,780,2530696,14mar2020,6,3,2020,14,"Gilan",0,113,4.727388,.4647079,0,,,1,0,.6666667,1
"2020-03-15","IRN","Gilan",1,1,1,1,1,1,1,0,724,823,2530696,15mar2020,0,3,2020,15,"Gilan",0,43,3.7612,,0,.8196025,,1,0,.6666667,1
"2020-03-16","IRN","Gilan",1,1,1,1,1,1,1,0,742,841,2530696,16mar2020,1,3,2020,16,"Gilan",0,18,2.890372,,0,.8196025,,1,0,.6666667,1
"2020-03-17","IRN","Gilan",1,1,1,1,1,1,1,0,787,886,2530696,17mar2020,2,3,2020,17,"Gilan",0,45,3.806663,.9162908,0,,,1,0,.6666667,1
"2020-03-18","IRN","Gilan",1,1,1,1,1,1,1,0,808,907,2530696,18mar2020,3,3,2020,18,"Gilan",0,21,3.044523,,0,.8196025,,1,0,.6666667,1
"2020-03-19","IRN","Gilan",1,1,1,1,1,1,1,0,881,980,2530696,19mar2020,4,3,2020,19,"Gilan",0,73,4.29046,1.245937,0,,,1,0,.6666667,1
"2020-03-20","IRN","Gilan",1,1,1,1,1,1,1,0,980,1079,2530696,20mar2020,5,3,2020,20,"Gilan",0,99,4.59512,.3046603,0,,,1,0,.6666667,1
"2020-03-21","IRN","Gilan",1,1,1,1,1,1,1,0,1037,1136,2530696,21mar2020,6,3,2020,21,"Gilan",0,57,4.043051,,0,.8196025,,1,0,.6666667,1
"2020-03-22","IRN","Gilan",1,1,1,1,1,1,1,0,1075,1174,2530696,22mar2020,0,3,2020,22,"Gilan",0,38,3.637586,,0,.8196025,,1,0,.6666667,1
"2020-02-27","IRN","Golestan",1,0,1,1,0,0,0,0,,0,1868819,27feb2020,4,2,2020,27,"Golestan",0,,,,0,.8196025,,0,0,0,0
"2020-02-28","IRN","Golestan",1,0,1,1,0,0,0,0,,2,1868819,28feb2020,5,2,2020,28,"Golestan",0,,,,0,.8196025,,0,0,0,0
"2020-02-29","IRN","Golestan",1,0,1,1,0,0,0,0,24,24,1868819,29feb2020,6,2,2020,29,"Golestan",0,,,,0,.8196025,,0,0,0,0
"2020-03-01","IRN","Golestan",1,1,1,1,0,0,0,0,24,24,1868819,01mar2020,0,3,2020,1,"Golestan",0,0,,,0,.8196025,,1,0,.3333333,0
"2020-03-02","IRN","Golestan",1,1,1,1,0,0,0,0,,24,1868819,02mar2020,1,3,2020,2,"Golestan",0,,,,0,.8196025,,1,0,.3333333,0
"2020-03-03","IRN","Golestan",1,1,1,1,1,0,0,0,,24,1868819,03mar2020,2,3,2020,3,"Golestan",0,,,,0,.8196025,,1,0,.6666667,0
"2020-03-04","IRN","Golestan",1,1,1,1,1,0,0,0,33,33,1868819,04mar2020,3,3,2020,4,"Golestan",0,,,,0,.8196025,,1,0,.6666667,0
"2020-03-05","IRN","Golestan",1,1,1,1,1,0,0,0,37,37,1868819,05mar2020,4,3,2020,5,"Golestan",0,4,1.386294,,0,.8196025,,1,0,.6666667,0
"2020-03-06","IRN","Golestan",1,1,1,1,1,0,0,0,104,104,1868819,06mar2020,5,3,2020,6,"Golestan",0,67,4.204693,2.818398,0,,,1,0,.6666667,0
"2020-03-07","IRN","Golestan",1,1,1,1,1,0,0,0,162,162,1868819,07mar2020,6,3,2020,7,"Golestan",0,58,4.060443,,0,.8196025,,1,0,.6666667,0
"2020-03-08","IRN","Golestan",1,1,1,1,1,0,0,0,175,175,1868819,08mar2020,0,3,2020,8,"Golestan",0,13,2.564949,,0,.8196025,,1,0,.6666667,0
"2020-03-09","IRN","Golestan",1,1,1,1,1,0,0,0,175,175,1868819,09mar2020,1,3,2020,9,"Golestan",0,0,,,0,.8196025,,1,0,.6666667,0
"2020-03-10","IRN","Golestan",1,1,1,1,1,0,0,0,179,179,1868819,10mar2020,2,3,2020,10,"Golestan",0,4,1.386294,,0,.8196025,,1,0,.6666667,0
"2020-03-11","IRN","Golestan",1,1,1,1,1,0,0,0,188,188,1868819,11mar2020,3,3,2020,11,"Golestan",0,9,2.197225,.8109303,0,,,1,0,.6666667,0
"2020-03-12","IRN","Golestan",1,1,1,1,1,0,0,0,213,213,1868819,12mar2020,4,3,2020,12,"Golestan",0,25,3.218876,1.021651,0,,,1,0,.6666667,0
"2020-03-13","IRN","Golestan",1,1,1,1,1,1,1,0,234,234,1868819,13mar2020,5,3,2020,13,"Golestan",0,21,3.044523,,1,.8196025,,1,0,.6666667,1
"2020-03-14","IRN","Golestan",1,1,1,1,1,1,1,0,234,234,1868819,14mar2020,6,3,2020,14,"Golestan",0,0,,,0,.8196025,,1,0,.6666667,1
