datum,provincienaam,aantal,date,adm1_name,cum_confirmed_cases,c1_schoolclosing,c2_workplaceclosing,c3_cancelpublicevents,c4_restrictionsongatherings,c5_closepublictransport,c6_stayathomerequirements,c7_domestictravel,c8_internationaltravel,e1_incomesupport,e2_debtcontractrelief,h1_publicinfocampaign,h2_testingpolicy,h3_contacttracing,school_closure,work_from_home,no_public_gathering,no_private_gathering,home_isolation,travel_ban_local,travel_ban_intl,t,dow,month,year,day,adm1_id,longest_series,daily_confirmed_cases,l_cum_confirmed_cases,D_l_cum_confirmed_cases,sample_avg,day_avg,p_nl_1,p_nl_2,p_nl_3,p_nl_4,p_nl_5
"2020-03-04","Drenthe",2,"2020-03-04","Drenthe",,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,04mar2020,3,3,2020,4,"Drenthe",0,,,,,,0,0,0,0,0
"2020-03-05","Drenthe",3,"2020-03-05","Drenthe",,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,05mar2020,4,3,2020,5,"Drenthe",0,,,,,,0,0,0,0,0
"2020-03-06","Drenthe",3,"2020-03-06","Drenthe",12,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,06mar2020,5,3,2020,6,"Drenthe",0,,,,,,0,0,1,0,0
"2020-03-07","Drenthe",3,"2020-03-07","Drenthe",15,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,07mar2020,6,3,2020,7,"Drenthe",0,3,1.098612,,,,0,0,1,0,0
"2020-03-08","Drenthe",8,"2020-03-08","Drenthe",23,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,08mar2020,0,3,2020,8,"Drenthe",0,8,2.079442,.9808292,,,0,0,1,0,0
"2020-03-09","Drenthe",10,"2020-03-09","Drenthe",33,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,0,1,0,0,09mar2020,1,3,2020,9,"Drenthe",0,10,2.302585,.2231436,,,0,0,1,0,0
"2020-03-10","Drenthe",12,"2020-03-10","Drenthe",45,0,0,2,0,0,1,0,0,0,0,2,1,2,0,0,1,0,1,0,0,10mar2020,2,3,2020,10,"Drenthe",0,12,2.484907,.1823215,,,0,1,1,0,0
"2020-03-11","Drenthe",12,"2020-03-11","Drenthe",57,0,0,2,0,0,1,0,0,0,0,2,1,2,0,0,1,0,1,0,0,11mar2020,3,3,2020,11,"Drenthe",0,12,2.484907,0,,,0,1,1,0,0
"2020-03-12","Drenthe",13,"2020-03-12","Drenthe",70,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,1,0,0,12mar2020,4,3,2020,12,"Drenthe",0,13,2.564949,.0800426,,,1,1,1,0,0
"2020-03-13","Drenthe",13,"2020-03-13","Drenthe",83,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,1,0,0,13mar2020,5,3,2020,13,"Drenthe",0,13,2.564949,0,,,1,1,1,0,0
"2020-03-14","Drenthe",15,"2020-03-14","Drenthe",98,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,1,0,0,14mar2020,6,3,2020,14,"Drenthe",0,15,2.70805,.143101,,,1,1,1,0,0
"2020-03-15","Drenthe",15,"2020-03-15","Drenthe",113,1,3,2,3,0,1,1,0,0,0,2,1,1,1,1,1,1,1,1,0,15mar2020,0,3,2020,15,"Drenthe",0,15,2.70805,0,,,1,1,1,1,0
"2020-03-16","Drenthe",16,"2020-03-16","Drenthe",129,3,3,2,3,0,1,1,0,0,0,2,1,1,1,1,1,1,1,1,0,16mar2020,1,3,2020,16,"Drenthe",0,16,2.772589,.0645385,,,1,1,1,1,0
"2020-03-17","Drenthe",17,"2020-03-17","Drenthe",146,3,3,2,3,0,1,1,0,2,0,2,1,1,1,1,1,1,1,1,0,17mar2020,2,3,2020,17,"Drenthe",0,17,2.833213,.0606246,,,1,1,1,1,0
"2020-03-18","Drenthe",22,"2020-03-18","Drenthe",168,3,3,2,3,0,1,1,0,2,0,2,1,1,1,1,1,1,1,1,0,18mar2020,3,3,2020,18,"Drenthe",0,22,3.091043,.2578292,,,1,1,1,1,0
"2020-03-19","Drenthe",25,"2020-03-19","Drenthe",193,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1,19mar2020,4,3,2020,19,"Drenthe",0,25,3.218876,.1278334,,,1,1,1,1,1
"2020-03-20","Drenthe",32,"2020-03-20","Drenthe",225,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1,20mar2020,5,3,2020,20,"Drenthe",0,32,3.465736,.24686,,,1,1,1,1,1
"2020-03-21","Drenthe",38,"2020-03-21","Drenthe",263,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1,21mar2020,6,3,2020,21,"Drenthe",0,38,3.637586,.1718502,,,1,1,1,1,1
"2020-03-22","Drenthe",41,"2020-03-22","Drenthe",304,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1,22mar2020,0,3,2020,22,"Drenthe",0,41,3.713572,.0759859,,,1,1,1,1,1
"2020-03-23","Drenthe",48,"2020-03-23","Drenthe",352,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,23mar2020,1,3,2020,23,"Drenthe",0,48,3.871201,.157629,,,1,1,1,1,1
"2020-03-24","Drenthe",54,"2020-03-24","Drenthe",406,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,24mar2020,2,3,2020,24,"Drenthe",0,54,3.988984,.1177831,,,1,1,1,1,1
"2020-03-25","Drenthe",59,"2020-03-25","Drenthe",465,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,25mar2020,3,3,2020,25,"Drenthe",0,59,4.077538,.0885534,,,1,1,1,1,1
"2020-03-26","Drenthe",70,"2020-03-26","Drenthe",535,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,26mar2020,4,3,2020,26,"Drenthe",0,70,4.248495,.1709576,,,1,1,1,1,1
"2020-03-27","Drenthe",78,"2020-03-27","Drenthe",613,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,27mar2020,5,3,2020,27,"Drenthe",0,78,4.356709,.1082139,,,1,1,1,1,1
"2020-03-28","Drenthe",96,"2020-03-28","Drenthe",709,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,28mar2020,6,3,2020,28,"Drenthe",0,96,4.564348,.2076392,,,1,1,1,1,1
"2020-03-29","Drenthe",111,"2020-03-29","Drenthe",820,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,29mar2020,0,3,2020,29,"Drenthe",0,111,4.70953,.1451821,,,1,1,1,1,1
"2020-03-30","Drenthe",115,"2020-03-30","Drenthe",935,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,30mar2020,1,3,2020,30,"Drenthe",0,115,4.744932,.0354018,,,1,1,1,1,1
"2020-03-31","Drenthe",126,"2020-03-31","Drenthe",1061,3,3,2,3,1,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,31mar2020,2,3,2020,31,"Drenthe",0,126,4.836282,.0913496,,,1,1,1,1,1
"2020-04-01","Drenthe",146,"2020-04-01","Drenthe",1207,3,3,2,3,1,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,01apr2020,3,4,2020,1,"Drenthe",0,146,4.983607,.147325,,,1,1,1,1,1
"2020-03-05","Flevoland",1,"2020-03-05","Flevoland",,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,05mar2020,4,3,2020,5,"Flevoland",0,,,,,,0,0,0,0,0
"2020-03-06","Flevoland",2,"2020-03-06","Flevoland",,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,06mar2020,5,3,2020,6,"Flevoland",0,,,,,,0,0,1,0,0
"2020-03-07","Flevoland",2,"2020-03-07","Flevoland",,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,07mar2020,6,3,2020,7,"Flevoland",0,,,,,,0,0,1,0,0
"2020-03-08","Flevoland",2,"2020-03-08","Flevoland",,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,08mar2020,0,3,2020,8,"Flevoland",0,,,,,,0,0,1,0,0
"2020-03-09","Flevoland",2,"2020-03-09","Flevoland",,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,0,1,0,0,09mar2020,1,3,2020,9,"Flevoland",0,,,,,,0,0,1,0,0
"2020-03-10","Flevoland",2,"2020-03-10","Flevoland",11,0,0,2,0,0,1,0,0,0,0,2,1,2,0,0,1,0,1,0,0,10mar2020,2,3,2020,10,"Flevoland",0,,,,,,0,1,1,0,0
"2020-03-11","Flevoland",3,"2020-03-11","Flevoland",14,0,0,2,0,0,1,0,0,0,0,2,1,2,0,0,1,0,1,0,0,11mar2020,3,3,2020,11,"Flevoland",0,3,1.098612,,,,0,1,1,0,0
"2020-03-12","Flevoland",3,"2020-03-12","Flevoland",17,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,1,0,0,12mar2020,4,3,2020,12,"Flevoland",0,3,1.098612,0,,,1,1,1,0,0
"2020-03-13","Flevoland",7,"2020-03-13","Flevoland",24,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,1,0,0,13mar2020,5,3,2020,13,"Flevoland",0,7,1.94591,.8472978,,,1,1,1,0,0
"2020-03-14","Flevoland",14,"2020-03-14","Flevoland",38,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,1,0,0,14mar2020,6,3,2020,14,"Flevoland",0,14,2.639057,.6931473,,,1,1,1,0,0
"2020-03-15","Flevoland",19,"2020-03-15","Flevoland",57,1,3,2,3,0,1,1,0,0,0,2,1,1,1,1,1,1,1,1,0,15mar2020,0,3,2020,15,"Flevoland",0,19,2.944439,.3053815,,,1,1,1,1,0
"2020-03-16","Flevoland",22,"2020-03-16","Flevoland",79,3,3,2,3,0,1,1,0,0,0,2,1,1,1,1,1,1,1,1,0,16mar2020,1,3,2020,16,"Flevoland",0,22,3.091043,.1466036,,,1,1,1,1,0
"2020-03-17","Flevoland",24,"2020-03-17","Flevoland",103,3,3,2,3,0,1,1,0,2,0,2,1,1,1,1,1,1,1,1,0,17mar2020,2,3,2020,17,"Flevoland",0,24,3.178054,.0870113,,,1,1,1,1,0
"2020-03-18","Flevoland",30,"2020-03-18","Flevoland",133,3,3,2,3,0,1,1,0,2,0,2,1,1,1,1,1,1,1,1,0,18mar2020,3,3,2020,18,"Flevoland",0,30,3.401197,.2231436,,,1,1,1,1,0
"2020-03-19","Flevoland",36,"2020-03-19","Flevoland",169,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1,19mar2020,4,3,2020,19,"Flevoland",0,36,3.583519,.1823215,,,1,1,1,1,1
"2020-03-20","Flevoland",41,"2020-03-20","Flevoland",210,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1,20mar2020,5,3,2020,20,"Flevoland",0,41,3.713572,.130053,,,1,1,1,1,1
"2020-03-21","Flevoland",50,"2020-03-21","Flevoland",260,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1,21mar2020,6,3,2020,21,"Flevoland",0,50,3.912023,.198451,,,1,1,1,1,1
"2020-03-22","Flevoland",57,"2020-03-22","Flevoland",317,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1,22mar2020,0,3,2020,22,"Flevoland",0,57,4.043051,.1310282,,,1,1,1,1,1
"2020-03-23","Flevoland",64,"2020-03-23","Flevoland",381,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,23mar2020,1,3,2020,23,"Flevoland",0,64,4.158883,.1158319,,,1,1,1,1,1
"2020-03-24","Flevoland",71,"2020-03-24","Flevoland",452,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,24mar2020,2,3,2020,24,"Flevoland",0,71,4.26268,.103797,,,1,1,1,1,1
