areatype,areaname,areacode,date,newcasesbyspecimendate,cumcasesbyspecimendate,adm1_name,cum_confirmed_cases,c1_schoolclosing,c2_workplaceclosing,c3_cancelpublicevents,c4_restrictionsongatherings,c5_closepublictransport,c6_stayathomerequirements,c7_domestictravel,c8_internationaltravel,e1_incomesupport,e2_debtcontractrelief,h1_publicinfocampaign,h2_testingpolicy,h3_contacttracing,school_closure,work_from_home,no_public_gathering,no_private_gathering,transit_suspension,home_isolation,travel_ban_local,t,dow,month,year,day,adm1_id,longest_series,daily_confirmed_cases,l_cum_confirmed_cases,D_l_cum_confirmed_cases,sample_avg,day_avg,p_uk_1,p_uk_2,p_uk_3,p_uk_4,p_uk_5
"region","North East","E12000001","2020-03-26",97,471,"North East",471,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,26mar2020,4,3,2020,26,"North East",0,97,4.574711,.2439775,,,1,1,1,1,1
"region","North East","E12000001","2020-03-27",102,573,"North East",573,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,27mar2020,5,3,2020,27,"North East",0,102,4.624973,.050262,,,1,1,1,1,1
"region","North East","E12000001","2020-03-28",113,686,"North East",686,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,28mar2020,6,3,2020,28,"North East",0,113,4.727388,.1024151,,,1,1,1,1,1
"region","North East","E12000001","2020-03-29",107,793,"North East",793,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,29mar2020,0,3,2020,29,"North East",0,107,4.672829,,,,1,1,1,1,1
"region","North East","E12000001","2020-03-30",176,969,"North East",969,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,30mar2020,1,3,2020,30,"North East",0,176,5.170484,.4976554,,,1,1,1,1,1
"region","North East","E12000001","2020-03-31",211,1180,"North East",1180,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,31mar2020,2,3,2020,31,"North East",0,211,5.351858,.1813741,,,1,1,1,1,1
"region","North East","E12000001","2020-04-01",307,1487,"North East",1487,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,01apr2020,3,4,2020,1,"North East",0,307,5.726848,.3749895,,,1,1,1,1,1
"region","North East","E12000001","2020-04-02",219,1706,"North East",1706,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,02apr2020,4,4,2020,2,"North East",0,219,5.389072,,,,1,1,1,1,1
"region","North East","E12000001","2020-04-03",261,1967,"North East",1967,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,03apr2020,5,4,2020,3,"North East",0,261,5.56452,.1754484,,,1,1,1,1,1
"region","North East","E12000001","2020-04-04",254,2221,"North East",2221,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,04apr2020,6,4,2020,4,"North East",0,254,5.537334,,,,1,1,1,1,1
"region","North East","E12000001","2020-04-05",221,2442,"North East",2442,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,05apr2020,0,4,2020,5,"North East",0,221,5.398163,,,,1,1,1,1,1
"region","North East","E12000001","2020-04-06",375,2817,"North East",2817,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,06apr2020,1,4,2020,6,"North East",0,375,5.926926,.5287633,,,1,1,1,1,1
"region","North West","E12000002","2020-03-04",2,23,"North West",23,"0","0","0","0","0","0","0","0","0","0","2","1","2",0,0,0,0,0,0,0,04mar2020,3,3,2020,4,"North West",0,,,,,,0,0,0,0,0
"region","North West","E12000002","2020-03-05",10,33,"North West",33,"0","0","0","0","0","0","0","0","0","0","2","1","2",0,0,0,0,0,0,0,05mar2020,4,3,2020,5,"North West",0,10,2.302585,,,,0,0,0,0,0
"region","North West","E12000002","2020-03-06",2,35,"North West",35,"0","0","0","0","0","0","0","0","0","0","2","1","2",0,0,0,0,0,0,0,06mar2020,5,3,2020,6,"North West",0,2,.6931472,,,,0,0,0,0,0
"region","North West","E12000002","2020-03-07",6,41,"North West",41,"0","0","0","0","0","0","0","0","0","0","2","1","2",0,0,0,0,0,0,0,07mar2020,6,3,2020,7,"North West",0,6,1.791759,1.098612,,,0,0,0,0,0
"region","North West","E12000002","2020-03-08",5,46,"North West",46,"0","0","0","0","0","0","0","0","0","0","2","1","2",0,0,0,0,0,0,0,08mar2020,0,3,2020,8,"North West",0,5,1.609438,,,,0,0,0,0,0
"region","North West","E12000002","2020-03-09",7,53,"North West",53,"0","0","0","0","0","0","0","0","0","0","2","1","2",0,0,0,0,0,0,0,09mar2020,1,3,2020,9,"North West",0,7,1.94591,.3364722,,,0,0,0,0,0
"region","North West","E12000002","2020-03-10",15,68,"North West",68,"0","0","0","0","0","0","0","0","0","0","2","1","2",0,0,0,0,0,0,0,10mar2020,2,3,2020,10,"North West",0,15,2.70805,.7621402,,,0,0,0,0,0
"region","North West","E12000002","2020-03-11",17,85,"North West",85,"0","0","0","0","0","0","0","0","0","0","2","1","2",0,0,0,0,0,0,0,11mar2020,3,3,2020,11,"North West",0,17,2.833213,.1251631,,,0,0,0,0,0
"region","North West","E12000002","2020-03-12",40,125,"North West",125,"0","0","0","0","0","0","0","0","0","0","2","1","0",0,0,0,0,0,0,0,12mar2020,4,3,2020,12,"North West",0,40,3.688879,.8556662,,,0,0,0,0,0
"region","North West","E12000002","2020-03-13",41,166,"North West",166,"0","0","0","0","0","1","0","0","0","0","2","1","0",0,0,0,0,0,1,0,13mar2020,5,3,2020,13,"North West",0,41,3.713572,.0246925,,,0,1,0,0,0
"region","North West","E12000002","2020-03-14",25,191,"North West",191,"0","0","0","0","0","1","0","0","0","0","2","1","0",0,0,0,0,0,1,0,14mar2020,6,3,2020,14,"North West",0,25,3.218876,,,,0,1,0,0,0
"region","North West","E12000002","2020-03-15",23,214,"North West",214,"0","0","0","0","0","1","0","0","0","0","2","1","0",0,0,0,0,0,1,0,15mar2020,0,3,2020,15,"North West",0,23,3.135494,,,,0,1,0,0,0
"region","North West","E12000002","2020-03-16",56,270,"North West",270,"0","1","1","0","0","1","0","0","0","0","2","1","0",0,1,1,0,0,1,0,16mar2020,1,3,2020,16,"North West",0,56,4.025352,.8898573,,,0,1,0,0,0
"region","North West","E12000002","2020-03-17",55,325,"North West",325,"0","1","1","0","0","1","0","0","0","1","2","1","0",0,1,1,0,0,1,0,17mar2020,2,3,2020,17,"North West",0,55,4.007333,,,,0,1,0,0,0
"region","North West","E12000002","2020-03-18",84,409,"North West",409,"3","1","1","0","0","1","0","0","0","1","2","1","0",1,1,1,0,0,1,0,18mar2020,3,3,2020,18,"North West",0,84,4.430817,.4234834,,,1,1,0,0,0
"region","North West","E12000002","2020-03-19",98,507,"North West",507,"3","1","1","0","0","1","0","0","0","2","2","1","0",1,1,1,0,0,1,0,19mar2020,4,3,2020,19,"North West",0,98,4.584968,.154151,,,1,1,0,0,0
"region","North West","E12000002","2020-03-20",82,589,"North West",589,"3","1","1","0","1","1","0","0","2","2","2","1","0",1,1,1,0,1,1,0,20mar2020,5,3,2020,20,"North West",0,82,4.406719,,,,1,1,0,1,0
"region","North West","E12000002","2020-03-21",114,703,"North West",703,"3","2","2","0","1","1","0","0","2","2","2","1","0",1,1,1,0,1,1,0,21mar2020,6,3,2020,21,"North West",0,114,4.736198,.3294792,,,1,1,0,1,0
"region","North West","E12000002","2020-03-22",117,820,"North West",820,"3","2","2","0","1","2","2","0","2","2","2","1","0",1,1,1,0,1,1,1,22mar2020,0,3,2020,22,"North West",0,117,4.762174,.0259757,,,1,1,0,1,1
"region","North West","E12000002","2020-03-23",176,996,"North West",996,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,23mar2020,1,3,2020,23,"North West",0,176,5.170484,.4083099,,,1,1,1,1,1
"region","North West","E12000002","2020-03-24",255,1251,"North West",1251,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,24mar2020,2,3,2020,24,"North West",0,255,5.541264,.3707795,,,1,1,1,1,1
"region","North West","E12000002","2020-03-25",255,1506,"North West",1506,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,25mar2020,3,3,2020,25,"North West",0,255,5.541264,0,,,1,1,1,1,1
"region","North West","E12000002","2020-03-26",357,1863,"North West",1863,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,26mar2020,4,3,2020,26,"North West",0,357,5.877736,.336472,,,1,1,1,1,1
"region","North West","E12000002","2020-03-27",333,2196,"North West",2196,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,27mar2020,5,3,2020,27,"North West",0,333,5.808143,,,,1,1,1,1,1
"region","North West","E12000002","2020-03-28",322,2518,"North West",2518,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,28mar2020,6,3,2020,28,"North West",0,322,5.774551,,,,1,1,1,1,1
"region","North West","E12000002","2020-03-29",359,2877,"North West",2877,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,29mar2020,0,3,2020,29,"North West",0,359,5.883322,.1087708,,,1,1,1,1,1
"region","North West","E12000002","2020-03-30",507,3384,"North West",3384,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,30mar2020,1,3,2020,30,"North West",0,507,6.228511,.3451886,,,1,1,1,1,1
"region","North West","E12000002","2020-03-31",556,3940,"North West",3940,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,31mar2020,2,3,2020,31,"North West",0,556,6.320768,.0922575,,,1,1,1,1,1
"region","North West","E12000002","2020-04-01",619,4559,"North West",4559,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,01apr2020,3,4,2020,1,"North West",0,619,6.428105,.107337,,,1,1,1,1,1
"region","North West","E12000002","2020-04-02",681,5240,"North West",5240,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,02apr2020,4,4,2020,2,"North West",0,681,6.523562,.0954571,,,1,1,1,1,1
"region","North West","E12000002","2020-04-03",683,5923,"North West",5923,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,03apr2020,5,4,2020,3,"North West",0,683,6.526495,.0029325,,,1,1,1,1,1
"region","North West","E12000002","2020-04-04",604,6527,"North West",6527,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,04apr2020,6,4,2020,4,"North West",0,604,6.403574,,,,1,1,1,1,1
"region","North West","E12000002","2020-04-05",626,7153,"North West",7153,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,05apr2020,0,4,2020,5,"North West",0,626,6.439351,.0357766,,,1,1,1,1,1
"region","North West","E12000002","2020-04-06",872,8025,"North West",8025,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,06apr2020,1,4,2020,6,"North West",0,872,6.77079,.331439,,,1,1,1,1,1
"region","South East","E12000008","2020-03-04",7,32,"South East",32,"0","0","0","0","0","0","0","0","0","0","2","1","2",0,0,0,0,0,0,0,04mar2020,3,3,2020,4,"South East",0,,,,,,0,0,0,0,0
"region","South East","E12000008","2020-03-05",4,36,"South East",36,"0","0","0","0","0","0","0","0","0","0","2","1","2",0,0,0,0,0,0,0,05mar2020,4,3,2020,5,"South East",0,4,1.386294,,,,0,0,0,0,0
"region","South East","E12000008","2020-03-06",16,52,"South East",52,"0","0","0","0","0","0","0","0","0","0","2","1","2",0,0,0,0,0,0,0,06mar2020,5,3,2020,6,"South East",0,16,2.772589,1.386294,,,0,0,0,0,0
"region","South East","E12000008","2020-03-07",4,56,"South East",56,"0","0","0","0","0","0","0","0","0","0","2","1","2",0,0,0,0,0,0,0,07mar2020,6,3,2020,7,"South East",0,4,1.386294,,,,0,0,0,0,0
"region","South East","E12000008","2020-03-08",10,66,"South East",66,"0","0","0","0","0","0","0","0","0","0","2","1","2",0,0,0,0,0,0,0,08mar2020,0,3,2020,8,"South East",0,10,2.302585,.9162908,,,0,0,0,0,0
"region","South East","E12000008","2020-03-09",24,90,"South East",90,"0","0","0","0","0","0","0","0","0","0","2","1","2",0,0,0,0,0,0,0,09mar2020,1,3,2020,9,"South East",0,24,3.178054,.8754687,,,0,0,0,0,0
"region","South East","E12000008","2020-03-10",34,124,"South East",124,"0","0","0","0","0","0","0","0","0","0","2","1","2",0,0,0,0,0,0,0,10mar2020,2,3,2020,10,"South East",0,34,3.526361,.3483067,,,0,0,0,0,0
"region","South East","E12000008","2020-03-11",50,174,"South East",174,"0","0","0","0","0","0","0","0","0","0","2","1","2",0,0,0,0,0,0,0,11mar2020,3,3,2020,11,"South East",0,50,3.912023,.3856626,,,0,0,0,0,0
"region","South East","E12000008","2020-03-12",85,259,"South East",259,"0","0","0","0","0","0","0","0","0","0","2","1","0",0,0,0,0,0,0,0,12mar2020,4,3,2020,12,"South East",0,85,4.442651,.5306282,,,0,0,0,0,0
"region","South East","E12000008","2020-03-13",53,312,"South East",312,"0","0","0","0","0","1","0","0","0","0","2","1","0",0,0,0,0,0,1,0,13mar2020,5,3,2020,13,"South East",0,53,3.970292,,,,0,1,0,0,0
"region","South East","E12000008","2020-03-14",41,353,"South East",353,"0","0","0","0","0","1","0","0","0","0","2","1","0",0,0,0,0,0,1,0,14mar2020,6,3,2020,14,"South East",0,41,3.713572,,,,0,1,0,0,0
"region","South East","E12000008","2020-03-15",53,406,"South East",406,"0","0","0","0","0","1","0","0","0","0","2","1","0",0,0,0,0,0,1,0,15mar2020,0,3,2020,15,"South East",0,53,3.970292,.2567198,,,0,1,0,0,0
"region","South East","E12000008","2020-03-16",78,484,"South East",484,"0","1","1","0","0","1","0","0","0","0","2","1","0",0,1,1,0,0,1,0,16mar2020,1,3,2020,16,"South East",0,78,4.356709,.3864172,,,0,1,0,0,0
"region","South East","E12000008","2020-03-17",89,573,"South East",573,"0","1","1","0","0","1","0","0","0","1","2","1","0",0,1,1,0,0,1,0,17mar2020,2,3,2020,17,"South East",0,89,4.488636,.1319275,,,0,1,0,0,0
"region","South East","E12000008","2020-03-18",122,695,"South East",695,"3","1","1","0","0","1","0","0","0","1","2","1","0",1,1,1,0,0,1,0,18mar2020,3,3,2020,18,"South East",0,122,4.804021,.3153844,,,1,1,0,0,0
"region","South East","E12000008","2020-03-19",127,822,"South East",822,"3","1","1","0","0","1","0","0","0","2","2","1","0",1,1,1,0,0,1,0,19mar2020,4,3,2020,19,"South East",0,127,4.844187,.0401664,,,1,1,0,0,0
"region","South East","E12000008","2020-03-20",126,948,"South East",948,"3","1","1","0","1","1","0","0","2","2","2","1","0",1,1,1,0,1,1,0,20mar2020,5,3,2020,20,"South East",0,126,4.836282,,,,1,1,0,1,0
"region","South East","E12000008","2020-03-21",129,1077,"South East",1077,"3","2","2","0","1","1","0","0","2","2","2","1","0",1,1,1,0,1,1,0,21mar2020,6,3,2020,21,"South East",0,129,4.859812,.0235305,,,1,1,0,1,0
"region","South East","E12000008","2020-03-22",169,1246,"South East",1246,"3","2","2","0","1","2","2","0","2","2","2","1","0",1,1,1,0,1,1,1,22mar2020,0,3,2020,22,"South East",0,169,5.129899,.2700863,,,1,1,0,1,1
"region","South East","E12000008","2020-03-23",281,1527,"South East",1527,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,23mar2020,1,3,2020,23,"South East",0,281,5.638355,.5084562,,,1,1,1,1,1
"region","South East","E12000008","2020-03-24",235,1762,"South East",1762,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,24mar2020,2,3,2020,24,"South East",0,235,5.459586,,,,1,1,1,1,1
"region","South East","E12000008","2020-03-25",305,2067,"South East",2067,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,25mar2020,3,3,2020,25,"South East",0,305,5.720312,.260726,,,1,1,1,1,1
"region","South East","E12000008","2020-03-26",320,2387,"South East",2387,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,26mar2020,4,3,2020,26,"South East",0,320,5.768321,.0480094,,,1,1,1,1,1
"region","South East","E12000008","2020-03-27",332,2719,"South East",2719,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,27mar2020,5,3,2020,27,"South East",0,332,5.805135,.0368137,,,1,1,1,1,1
"region","South East","E12000008","2020-03-28",339,3058,"South East",3058,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,28mar2020,6,3,2020,28,"South East",0,339,5.826,.0208654,,,1,1,1,1,1
"region","South East","E12000008","2020-03-29",296,3354,"South East",3354,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,29mar2020,0,3,2020,29,"South East",0,296,5.69036,,,,1,1,1,1,1
"region","South East","E12000008","2020-03-30",477,3831,"South East",3831,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,30mar2020,1,3,2020,30,"South East",0,477,6.167517,.4771571,,,1,1,1,1,1
"region","South East","E12000008","2020-03-31",471,4302,"South East",4302,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,31mar2020,2,3,2020,31,"South East",0,471,6.154858,,,,1,1,1,1,1
"region","South East","E12000008","2020-04-01",547,4849,"South East",4849,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,01apr2020,3,4,2020,1,"South East",0,547,6.304449,.1495905,,,1,1,1,1,1
"region","South East","E12000008","2020-04-02",486,5335,"South East",5335,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,02apr2020,4,4,2020,2,"South East",0,486,6.186209,,,,1,1,1,1,1
"region","South East","E12000008","2020-04-03",521,5856,"South East",5856,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,03apr2020,5,4,2020,3,"South East",0,521,6.25575,.0695415,,,1,1,1,1,1
"region","South East","E12000008","2020-04-04",458,6314,"South East",6314,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,04apr2020,6,4,2020,4,"South East",0,458,6.126869,,,,1,1,1,1,1
"region","South East","E12000008","2020-04-05",424,6738,"South East",6738,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,05apr2020,0,4,2020,5,"South East",0,424,6.049734,,,,1,1,1,1,1
"region","South East","E12000008","2020-04-06",593,7331,"South East",7331,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,06apr2020,1,4,2020,6,"South East",0,593,6.385194,.3354607,,,1,1,1,1,1
"region","South West","E12000009","2020-03-04",6,29,"South West",29,"0","0","0","0","0","0","0","0","0","0","2","1","2",0,0,0,0,0,0,0,04mar2020,3,3,2020,4,"South West",0,,,,,,0,0,0,0,0
"region","South West","E12000009","2020-03-05",4,33,"South West",33,"0","0","0","0","0","0","0","0","0","0","2","1","2",0,0,0,0,0,0,0,05mar2020,4,3,2020,5,"South West",0,4,1.386294,,,,0,0,0,0,0
"region","South West","E12000009","2020-03-06",11,44,"South West",44,"0","0","0","0","0","0","0","0","0","0","2","1","2",0,0,0,0,0,0,0,06mar2020,5,3,2020,6,"South West",0,11,2.397895,1.011601,,,0,0,0,0,0
"region","South West","E12000009","2020-03-07",2,46,"South West",46,"0","0","0","0","0","0","0","0","0","0","2","1","2",0,0,0,0,0,0,0,07mar2020,6,3,2020,7,"South West",0,2,.6931472,,,,0,0,0,0,0
"region","South West","E12000009","2020-03-08",3,49,"South West",49,"0","0","0","0","0","0","0","0","0","0","2","1","2",0,0,0,0,0,0,0,08mar2020,0,3,2020,8,"South West",0,3,1.098612,.4054651,,,0,0,0,0,0
"region","South West","E12000009","2020-03-09",5,54,"South West",54,"0","0","0","0","0","0","0","0","0","0","2","1","2",0,0,0,0,0,0,0,09mar2020,1,3,2020,9,"South West",0,5,1.609438,.5108256,,,0,0,0,0,0
"region","South West","E12000009","2020-03-10",10,64,"South West",64,"0","0","0","0","0","0","0","0","0","0","2","1","2",0,0,0,0,0,0,0,10mar2020,2,3,2020,10,"South West",0,10,2.302585,.6931472,,,0,0,0,0,0
"region","South West","E12000009","2020-03-11",14,78,"South West",78,"0","0","0","0","0","0","0","0","0","0","2","1","2",0,0,0,0,0,0,0,11mar2020,3,3,2020,11,"South West",0,14,2.639057,.3364723,,,0,0,0,0,0
"region","South West","E12000009","2020-03-12",18,96,"South West",96,"0","0","0","0","0","0","0","0","0","0","2","1","0",0,0,0,0,0,0,0,12mar2020,4,3,2020,12,"South West",0,18,2.890372,.2513144,,,0,0,0,0,0
"region","South West","E12000009","2020-03-13",30,126,"South West",126,"0","0","0","0","0","1","0","0","0","0","2","1","0",0,0,0,0,0,1,0,13mar2020,5,3,2020,13,"South West",0,30,3.401197,.5108256,,,0,1,0,0,0
"region","South West","E12000009","2020-03-14",10,136,"South West",136,"0","0","0","0","0","1","0","0","0","0","2","1","0",0,0,0,0,0,1,0,14mar2020,6,3,2020,14,"South West",0,10,2.302585,,,,0,1,0,0,0
"region","South West","E12000009","2020-03-15",17,153,"South West",153,"0","0","0","0","0","1","0","0","0","0","2","1","0",0,0,0,0,0,1,0,15mar2020,0,3,2020,15,"South West",0,17,2.833213,.5306282,,,0,1,0,0,0
"region","South West","E12000009","2020-03-16",18,171,"South West",171,"0","1","1","0","0","1","0","0","0","0","2","1","0",0,1,1,0,0,1,0,16mar2020,1,3,2020,16,"South West",0,18,2.890372,.0571585,,,0,1,0,0,0
"region","South West","E12000009","2020-03-17",21,192,"South West",192,"0","1","1","0","0","1","0","0","0","1","2","1","0",0,1,1,0,0,1,0,17mar2020,2,3,2020,17,"South West",0,21,3.044523,.1541507,,,0,1,0,0,0
"region","South West","E12000009","2020-03-18",43,235,"South West",235,"3","1","1","0","0","1","0","0","0","1","2","1","0",1,1,1,0,0,1,0,18mar2020,3,3,2020,18,"South West",0,43,3.7612,.7166777,,,1,1,0,0,0
"region","South West","E12000009","2020-03-19",21,256,"South West",256,"3","1","1","0","0","1","0","0","0","2","2","1","0",1,1,1,0,0,1,0,19mar2020,4,3,2020,19,"South West",0,21,3.044523,,,,1,1,0,0,0
"region","South West","E12000009","2020-03-20",43,299,"South West",299,"3","1","1","0","1","1","0","0","2","2","2","1","0",1,1,1,0,1,1,0,20mar2020,5,3,2020,20,"South West",0,43,3.7612,.7166777,,,1,1,0,1,0
"region","South West","E12000009","2020-03-21",42,341,"South West",341,"3","2","2","0","1","1","0","0","2","2","2","1","0",1,1,1,0,1,1,0,21mar2020,6,3,2020,21,"South West",0,42,3.73767,,,,1,1,0,1,0
"region","South West","E12000009","2020-03-22",44,385,"South West",385,"3","2","2","0","1","2","2","0","2","2","2","1","0",1,1,1,0,1,1,1,22mar2020,0,3,2020,22,"South West",0,44,3.78419,.04652,,,1,1,0,1,1
"region","South West","E12000009","2020-03-23",62,447,"South West",447,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,23mar2020,1,3,2020,23,"South West",0,62,4.127134,.3429446,,,1,1,1,1,1
"region","South West","E12000009","2020-03-24",68,515,"South West",515,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,24mar2020,2,3,2020,24,"South West",0,68,4.219508,.0923734,,,1,1,1,1,1
"region","South West","E12000009","2020-03-25",104,619,"South West",619,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,25mar2020,3,3,2020,25,"South West",0,104,4.644391,.4248834,,,1,1,1,1,1
"region","South West","E12000009","2020-03-26",118,737,"South West",737,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,26mar2020,4,3,2020,26,"South West",0,118,4.770685,.1262937,,,1,1,1,1,1
"region","South West","E12000009","2020-03-27",129,866,"South West",866,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,27mar2020,5,3,2020,27,"South West",0,129,4.859812,.0891275,,,1,1,1,1,1
"region","South West","E12000009","2020-03-28",102,968,"South West",968,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,28mar2020,6,3,2020,28,"South West",0,102,4.624973,,,,1,1,1,1,1
"region","South West","E12000009","2020-03-29",101,1069,"South West",1069,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,29mar2020,0,3,2020,29,"South West",0,101,4.61512,,,,1,1,1,1,1
"region","South West","E12000009","2020-03-30",163,1232,"South West",1232,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,30mar2020,1,3,2020,30,"South West",0,163,5.09375,.4786296,,,1,1,1,1,1
"region","South West","E12000009","2020-03-31",140,1372,"South West",1372,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,31mar2020,2,3,2020,31,"South West",0,140,4.941642,,,,1,1,1,1,1
"region","South West","E12000009","2020-04-01",183,1555,"South West",1555,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,01apr2020,3,4,2020,1,"South West",0,183,5.209486,.2678437,,,1,1,1,1,1
"region","South West","E12000009","2020-04-02",183,1738,"South West",1738,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,02apr2020,4,4,2020,2,"South West",0,183,5.209486,0,,,1,1,1,1,1
"region","South West","E12000009","2020-04-03",187,1925,"South West",1925,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,03apr2020,5,4,2020,3,"South West",0,187,5.231109,.0216227,,,1,1,1,1,1
"region","South West","E12000009","2020-04-04",174,2099,"South West",2099,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,04apr2020,6,4,2020,4,"South West",0,174,5.159055,,,,1,1,1,1,1
"region","South West","E12000009","2020-04-05",153,2252,"South West",2252,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,05apr2020,0,4,2020,5,"South West",0,153,5.030438,,,,1,1,1,1,1
"region","South West","E12000009","2020-04-06",186,2438,"South West",2438,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,06apr2020,1,4,2020,6,"South West",0,186,5.225747,.1953087,,,1,1,1,1,1
"region","West Midlands","E12000005","2020-03-04",3,10,"West Midlands",10,"0","0","0","0","0","0","0","0","0","0","2","1","2",0,0,0,0,0,0,0,04mar2020,3,3,2020,4,"West Midlands",0,,,,,,0,0,0,0,0
"region","West Midlands","E12000005","2020-03-05",6,16,"West Midlands",16,"0","0","0","0","0","0","0","0","0","0","2","1","2",0,0,0,0,0,0,0,05mar2020,4,3,2020,5,"West Midlands",0,6,1.791759,,,,0,0,0,0,0
"region","West Midlands","E12000005","2020-03-06",2,18,"West Midlands",18,"0","0","0","0","0","0","0","0","0","0","2","1","2",0,0,0,0,0,0,0,06mar2020,5,3,2020,6,"West Midlands",0,2,.6931472,,,,0,0,0,0,0
"region","West Midlands","E12000005","2020-03-07",5,23,"West Midlands",23,"0","0","0","0","0","0","0","0","0","0","2","1","2",0,0,0,0,0,0,0,07mar2020,6,3,2020,7,"West Midlands",0,5,1.609438,.9162908,,,0,0,0,0,0
"region","West Midlands","E12000005","2020-03-08",4,27,"West Midlands",27,"0","0","0","0","0","0","0","0","0","0","2","1","2",0,0,0,0,0,0,0,08mar2020,0,3,2020,8,"West Midlands",0,4,1.386294,,,,0,0,0,0,0
"region","West Midlands","E12000005","2020-03-09",8,35,"West Midlands",35,"0","0","0","0","0","0","0","0","0","0","2","1","2",0,0,0,0,0,0,0,09mar2020,1,3,2020,9,"West Midlands",0,8,2.079442,.6931472,,,0,0,0,0,0
