date,adm1_name,adm0_name,cum_confirmed_cases,cum_deaths,cum_recoveries,active_cases,lat,lon,active_cases_new,population,business_closure_opt,emergency_declaration,event_cancel,no_demonstration,no_gathering_opt,pos_cases_quarantine,religious_closure,school_closure,social_distance_opt,testing_regime,travel_ban_intl_in_opt,travel_ban_intl_out_opt,welfare_services_closure,work_from_home_opt,travel_ban_intl_in_opt_country_l,travel_ban_intl_out_opt_country_,policies_enacted,t,dow,month,year,day,adm1_id,longest_series,l_active_cases,l_cum_confirmed_cases,D_l_active_cases,transmissionrate,D_l_active_cases_raw,testing_change_kor_20feb2020,testing_change_kor_29feb2020,testing_change_kor_22mar2020,testing_change_kor_27mar2020,sample_avg,day_avg,p_kor_1,p_kor_2,p_kor_3,p_kor_4,_reghdfe_resid,__hdfe1__,__hdfe2__
"2020-03-21","Incheon","KOR",40,0,8,32,37.543,126.491,0,2954955,0,0,1,1,1,0,1,1,1,5,1,1,1,1,"","",10,21mar2020,6,3,2020,21,"Incheon",0,3.465736,3.688879,0,0,-.0307717,0,0,0,0,,,1,1,0,0,-.04570811,.09933585,-.00158444
"2020-03-22","Incheon","KOR",40,0,8,32,37.543,126.491,0,2954955,0,0,1,1,1,.25,1,1,1,6,1,1,1,1,"","",11,22mar2020,0,3,2020,22,"Incheon",0,3.465736,3.688879,0,0,0,0,0,1,0,,,1,1,0,1,-.04584239,.09933585,.00381491
"2020-03-23","Incheon","KOR",42,0,8,34,37.543,126.491,2,2954955,0,0,1,1,1,.25,1,1,1,6,1,1,1,1,"","",11,23mar2020,1,3,2020,23,"Incheon",0,3.526361,3.73767,.0606246,.0625,.0606246,0,0,0,0,,,1,1,0,1,.02893392,.09933585,-.02064689
"2020-03-24","Incheon","KOR",42,0,10,32,37.543,126.491,0,2954955,0,0,1,1,1,.25,1,1,1,6,1,1,1,1,"","",11,24mar2020,2,3,2020,24,"Incheon",0,3.465736,3.73767,0,0,-.0606246,0,0,0,0,,,1,1,0,1,-.04400396,.09933585,-.00833361
"2020-03-25","Incheon","KOR",43,0,10,33,37.543,126.491,1,2954955,0,0,1,1,1,.25,1,1,1,6,1,1,1,1,"","",11,25mar2020,3,3,2020,25,"Incheon",0,3.496508,3.7612,.03125,.03125,.0307717,0,0,0,0,,,1,1,0,1,-.01696336,.09933585,-.0041242
"2020-03-26","Incheon","KOR",45,0,11,34,37.543,126.491,2,2954955,0,0,1,1,1,.25,1,1,1,6,1,1,1,1,"","",11,26mar2020,4,3,2020,26,"Incheon",0,3.526361,3.806663,.0606061,.0606061,.0298529,0,0,0,0,,,1,1,0,1,.01175671,.09933585,-.00348821
"2020-03-27","Incheon","KOR",47,0,13,34,37.543,126.491,2,2954955,0,0,1,1,1,.5,1,1,1,7,1,1,1,1,"","",11,27mar2020,5,3,2020,27,"Incheon",0,3.526361,3.850147,.0588235,.0588235,0,0,0,0,1,,,1,1,0,1,.0062777,.09933585,.03390352
"2020-03-28","Incheon","KOR",56,0,14,42,37.543,126.491,9,2954955,0,0,1,1,1,.5,1,1,1,7,1,1,1,1,"","",11,28mar2020,6,3,2020,28,"Incheon",0,3.73767,4.025352,.2113092,.2647059,.2113092,0,0,0,0,,,1,1,0,1,.15551106,.09933585,-.00158444
"2020-03-29","Incheon","KOR",59,0,15,44,37.543,126.491,3,2954955,0,0,1,1,1,.5,1,1,1,7,1,1,1,1,"","",11,29mar2020,0,3,2020,29,"Incheon",0,3.78419,4.077538,.04652,.0714286,.04652,0,0,0,0,,,1,1,0,1,-.01467749,.09933585,.00381491
"2020-03-30","Incheon","KOR",61,0,15,46,37.543,126.491,2,2954955,0,0,1,1,1,.5,1,1,1,7,1,1,1,1,"","",11,30mar2020,1,3,2020,30,"Incheon",0,3.828641,4.110874,.0444517,.0454545,.0444517,0,0,0,0,,,1,1,0,1,.00771602,.09933585,-.02064689
"2020-03-31","Incheon","KOR",67,0,16,51,37.543,126.491,6,2954955,0,0,1,1,1,.5,1,1,1,7,1,1,1,1,"","",11,31mar2020,2,3,2020,31,"Incheon",0,3.931826,4.204693,.1031842,.1304348,.1031842,0,0,0,0,,,1,1,0,1,.05413526,.09933585,-.00833361
"2020-04-01","Incheon","KOR",72,0,19,53,37.543,126.491,5,2954955,0,0,1,1,1,.75,1,1,1,7,1,1,1,1,"","",11,01apr2020,3,4,2020,1,"Incheon",0,3.970292,4.276666,.0980392,.0980392,.0384662,0,0,0,0,,,1,1,0,1,.03973583,.09933585,-.0041242
"2020-04-02","Incheon","KOR",74,0,20,54,37.543,126.491,2,2954955,0,0,1,1,1,.75,1,1,1,7,1,1,1,1,"","",11,02apr2020,4,4,2020,2,"Incheon",0,3.988984,4.304065,.0377358,.0377358,.0186923,0,0,0,0,,,1,1,0,1,-.02120353,.09933585,-.00348821
"2020-04-03","Incheon","KOR",76,0,21,55,37.543,126.491,2,2954955,0,0,1,1,1,.75,1,1,1,7,1,1,1,1,"","",11,03apr2020,5,4,2020,3,"Incheon",0,4.007333,4.330733,.037037,.037037,.0183492,0,0,0,0,,,1,1,0,1,-.05929407,.09933585,.03390352
"2020-04-04","Incheon","KOR",78,0,22,56,37.543,126.491,2,2954955,0,0,1,1,1,.75,1,1,1,7,1,1,1,1,"","",11,04apr2020,6,4,2020,4,"Incheon",0,4.025352,4.356709,.0363636,.0363636,.0180182,0,0,0,0,,,1,1,0,1,-.02447951,.09933585,-.00158444
"2020-04-05","Incheon","KOR",79,0,25,54,37.543,126.491,1,2954955,0,0,1,1,1,1,1,1,1,7,1,1,1,1,"","",11,05apr2020,0,4,2020,5,"Incheon",0,3.988984,4.369448,.0178571,.0178571,-.0363674,0,0,0,0,,,1,1,0,1,-.05343037,.09933585,.00381491
"2020-04-06","Incheon","KOR",80,0,27,53,37.543,126.491,1,2954955,0,0,1,1,1,1,1,1,1,7,1,1,1,1,"","",11,06apr2020,1,4,2020,6,"Incheon",0,3.970292,4.382027,.0185185,.0185185,-.0186923,0,0,0,0,,,1,1,0,1,-.02830719,.09933585,-.02064689
"2020-04-04","Jeju","KOR",12,0,4,8,33.385,126.555,0,670876,0,0,1,0,1,.75,1,1,1,7,1,1,1,1,"","",10,04apr2020,6,4,2020,4,"Jeju",0,2.079442,2.484907,0,0,0,0,0,0,0,,,1,1,0,1,-.00119102,-.06159115,-.00158444
"2020-04-05","Jeju","KOR",12,0,4,8,33.385,126.555,0,670876,0,0,1,0,1,1,1,1,1,7,1,1,1,1,"","",10,05apr2020,0,4,2020,5,"Jeju",0,2.079442,2.484907,0,0,0,0,0,0,0,,,1,1,0,1,-.01163539,-.06159115,.00381491
"2020-04-06","Jeju","KOR",12,0,4,8,33.385,126.555,0,670876,0,0,1,0,1,1,1,1,1,7,1,1,1,1,"","",10,06apr2020,1,4,2020,6,"Jeju",0,2.079442,2.484907,0,0,0,0,0,0,0,,,1,1,0,1,.01282641,-.06159115,-.02064689
"2020-03-20","Jeollabuk-do","KOR",10,0,7,3,35.698,127.155,0,1815112,0,0,1,0,1,0,1,1,1,5,1,1,1,1,"","",9,20mar2020,5,3,2020,20,"Jeollabuk-do",0,1.098612,2.302585,0,0,0,0,0,0,0,,,1,1,0,0,-.10027309,.01713803,.03390352
"2020-03-21","Jeollabuk-do","KOR",10,0,7,3,35.698,127.155,0,1815112,0,0,1,0,1,0,1,1,1,5,1,1,1,1,"","",9,21mar2020,6,3,2020,21,"Jeollabuk-do",0,1.098612,2.302585,0,0,0,0,0,0,0,,,1,1,0,0,-.06478513,.01713803,-.00158444
"2020-03-22","Jeollabuk-do","KOR",10,0,7,3,35.698,127.155,0,1815112,0,0,1,0,1,.25,1,1,1,6,1,1,1,1,"","",10,22mar2020,0,3,2020,22,"Jeollabuk-do",0,1.098612,2.302585,0,0,0,0,0,1,0,,,1,1,0,1,-.0649194,.01713803,.00381491
"2020-03-23","Jeollabuk-do","KOR",10,0,7,3,35.698,127.155,0,1815112,0,0,1,0,1,.25,1,1,1,6,1,1,1,1,"","",10,23mar2020,1,3,2020,23,"Jeollabuk-do",0,1.098612,2.302585,0,0,0,0,0,0,0,,,1,1,0,1,-.05076769,.01713803,-.02064689
"2020-03-24","Jeollabuk-do","KOR",10,0,7,3,35.698,127.155,0,1815112,0,0,1,0,1,.25,1,1,1,6,1,1,1,1,"","",10,24mar2020,2,3,2020,24,"Jeollabuk-do",0,1.098612,2.302585,0,0,0,0,0,0,0,,,1,1,0,1,-.06308097,.01713803,-.00833361
"2020-03-25","Jeollabuk-do","KOR",10,0,7,3,35.698,127.155,0,1815112,0,0,1,0,1,.25,1,1,1,6,1,1,1,1,"","",10,25mar2020,3,3,2020,25,"Jeollabuk-do",0,1.098612,2.302585,0,0,0,0,0,0,0,,,1,1,0,1,-.06729038,.01713803,-.0041242
"2020-03-26","Jeollabuk-do","KOR",10,0,7,3,35.698,127.155,0,1815112,0,0,1,0,1,.25,1,1,1,6,1,1,1,1,"","",10,26mar2020,4,3,2020,26,"Jeollabuk-do",0,1.098612,2.302585,0,0,0,0,0,0,0,,,1,1,0,1,-.06792637,.01713803,-.00348821
"2020-03-27","Jeollabuk-do","KOR",10,0,7,3,35.698,127.155,0,1815112,0,0,1,0,1,.5,1,1,1,7,1,1,1,1,"","",10,27mar2020,5,3,2020,27,"Jeollabuk-do",0,1.098612,2.302585,0,0,0,0,0,0,1,,,1,1,0,1,-.07162284,.01713803,.03390352
"2020-03-28","Jeollabuk-do","KOR",11,0,7,4,35.698,127.155,1,1815112,0,0,1,0,1,.5,1,1,1,7,1,1,1,1,"","",10,28mar2020,6,3,2020,28,"Jeollabuk-do",0,1.386294,2.397895,.2876821,.3333333,.2876821,0,0,0,0,,,1,1,0,1,.2128069,.01713803,-.00158444
"2020-03-29","Jeollabuk-do","KOR",13,0,7,6,35.698,127.155,2,1815112,0,0,1,0,1,.5,1,1,1,7,1,1,1,1,"","",10,29mar2020,0,3,2020,29,"Jeollabuk-do",0,1.791759,2.564949,.4054651,.5,.4054651,0,0,0,0,,,1,1,0,1,.32519062,.01713803,.00381491
"2020-03-31","Jeollabuk-do","KOR",14,0,7,7,35.698,127.155,2,1815112,0,0,1,0,1,.5,1,1,1,7,1,1,1,1,"","",10,31mar2020,2,3,2020,31,"Jeollabuk-do",0,1.94591,2.639057,.3364722,.4,.3364722,0,0,0,0,,,1,1,0,1,.26834617,.01713803,-.00833361
"2020-04-01","Jeollabuk-do","KOR",14,0,7,7,35.698,127.155,0,1815112,0,0,1,0,1,.75,1,1,1,7,1,1,1,1,"","",10,01apr2020,3,4,2020,1,"Jeollabuk-do",0,1.94591,2.639057,0,0,0,0,0,0,0,,,1,1,0,1,-.0773804,.01713803,-.0041242
"2020-04-02","Jeollabuk-do","KOR",15,0,7,8,35.698,127.155,1,1815112,0,0,1,0,1,.75,1,1,1,7,1,1,1,1,"","",10,02apr2020,4,4,2020,2,"Jeollabuk-do",0,2.079442,2.70805,.1335315,.1428571,.1335315,0,0,0,0,,,1,1,0,1,.05551506,.01713803,-.00348821
"2020-04-03","Jeollabuk-do","KOR",15,0,7,8,35.698,127.155,0,1815112,0,0,1,0,1,.75,1,1,1,7,1,1,1,1,"","",10,03apr2020,5,4,2020,3,"Jeollabuk-do",0,2.079442,2.70805,0,0,0,0,0,0,0,,,1,1,0,1,-.11540813,.01713803,.03390352
"2020-04-04","Jeollabuk-do","KOR",16,0,7,9,35.698,127.155,1,1815112,0,0,1,0,1,.75,1,1,1,7,1,1,1,1,"","",10,04apr2020,6,4,2020,4,"Jeollabuk-do",0,2.197225,2.772589,.1177831,.125,.1177831,0,0,0,0,,,1,1,0,1,.0378629,.01713803,-.00158444
"2020-04-05","Jeollabuk-do","KOR",16,0,7,9,35.698,127.155,0,1815112,0,0,1,0,1,1,1,1,1,7,1,1,1,1,"","",10,05apr2020,0,4,2020,5,"Jeollabuk-do",0,2.197225,2.772589,0,0,0,0,0,0,0,,,1,1,0,1,-.09036453,.01713803,.00381491
"2020-04-06","Jeollabuk-do","KOR",16,0,7,9,35.698,127.155,0,1815112,0,0,1,0,1,1,1,1,1,7,1,1,1,1,"","",10,06apr2020,1,4,2020,6,"Jeollabuk-do",0,2.197225,2.772589,0,0,0,0,0,0,0,,,1,1,0,1,-.06590273,.01713803,-.02064689
"2020-03-31","Jeollanam-do","KOR",13,0,3,10,34.868,126.901,2,1861894,0,0,1,0,1,.5,1,1,1,7,1,1,1,1,"","",10,31mar2020,2,3,2020,31,"Jeollanam-do",0,2.302585,2.564949,.2231436,.25,.2231436,0,0,0,0,,,1,1,0,1,.17925376,-.00709815,-.00833361
"2020-04-01","Jeollanam-do","KOR",14,0,3,11,34.868,126.901,1,1861894,0,0,1,0,1,.75,1,1,1,7,1,1,1,1,"","",10,01apr2020,3,4,2020,1,"Jeollanam-do",0,2.397895,2.639057,.0953102,.1,.0953102,0,0,0,0,,,1,1,0,1,.04216598,-.00709815,-.0041242
"2020-04-02","Jeollanam-do","KOR",15,0,3,12,34.868,126.901,1,1861894,0,0,1,0,1,.75,1,1,1,7,1,1,1,1,"","",10,02apr2020,4,4,2020,2,"Jeollanam-do",0,2.484907,2.70805,.0870113,.0909091,.0870113,0,0,0,0,,,1,1,0,1,.03323112,-.00709815,-.00348821
"2020-04-03","Jeollanam-do","KOR",15,0,4,11,34.868,126.901,0,1861894,0,0,1,0,1,.75,1,1,1,7,1,1,1,1,"","",10,03apr2020,5,4,2020,3,"Jeollanam-do",0,2.397895,2.70805,0,0,-.0870113,0,0,0,0,,,1,1,0,1,-.09117196,-.00709815,.03390352
"2020-04-04","Jeollanam-do","KOR",15,0,4,11,34.868,126.901,0,1861894,0,0,1,0,1,.75,1,1,1,7,1,1,1,1,"","",10,04apr2020,6,4,2020,4,"Jeollanam-do",0,2.397895,2.70805,0,0,0,0,0,0,0,,,1,1,0,1,-.05568399,-.00709815,-.00158444
"2020-04-05","Jeollanam-do","KOR",15,0,4,11,34.868,126.901,0,1861894,0,0,1,0,1,1,1,1,1,7,1,1,1,1,"","",10,05apr2020,0,4,2020,5,"Jeollanam-do",0,2.397895,2.70805,0,0,0,0,0,0,0,,,1,1,0,1,-.06612836,-.00709815,.00381491
"2020-04-06","Jeollanam-do","KOR",15,0,4,11,34.868,126.901,0,1861894,0,0,1,0,1,1,1,1,1,7,1,1,1,1,"","",10,06apr2020,1,4,2020,6,"Jeollanam-do",0,2.397895,2.70805,0,0,0,0,0,0,0,,,1,1,0,1,-.04166656,-.00709815,-.02064689
"2020-03-11","Sejong","KOR",19,0,0,19,36.548,127.239,4,343788,0,0,1,0,0,0,0,1,1,5,1,1,1,1,"","",7,11mar2020,3,3,2020,11,"Sejong",0,2.944439,2.944439,.2363887,.2666667,.2363887,0,0,0,0,,,1,1,0,0,.18631754,-.11709904,-.0041242
"2020-03-12","Sejong","KOR",33,0,0,33,36.548,127.239,14,343788,0,0,1,0,0,0,0,1,1,5,1,1,1,1,"","",7,12mar2020,4,3,2020,12,"Sejong",0,3.496508,3.496508,.5520687,.7368421,.5520687,0,0,0,0,,,1,1,0,0,.50136157,-.11709904,-.00348821
"2020-03-13","Sejong","KOR",38,0,0,38,36.548,127.239,5,343788,0,0,1,0,0,0,0,1,1,5,1,1,1,1,"","",7,13mar2020,5,3,2020,13,"Sejong",0,3.637586,3.637586,.1410785,.1515152,.1410785,0,0,0,0,,,1,1,0,0,.0529796,-.11709904,.03390352
"2020-03-14","Sejong","KOR",39,0,0,39,36.548,127.239,1,343788,0,0,1,0,0,0,0,1,1,5,1,1,1,1,"","",7,14mar2020,6,3,2020,14,"Sejong",0,3.663562,3.663562,.0263158,.0263158,.0259755,0,0,0,0,,,1,1,0,0,-.02629512,-.11709904,-.00158444
"2020-03-15","Sejong","KOR",40,0,0,40,36.548,127.239,1,343788,0,0,1,0,0,0,0,1,1,5,1,1,1,1,"","",7,15mar2020,0,3,2020,15,"Sejong",0,3.688879,3.688879,.025641,.025641,.0253179,0,0,0,0,,,1,1,0,0,-.03236923,-.11709904,.00381491
"2020-03-16","Sejong","KOR",40,0,0,40,36.548,127.239,0,343788,0,0,1,0,1,0,0,1,1,5,1,1,1,1,"","",8,16mar2020,1,3,2020,16,"Sejong",0,3.688879,3.688879,0,0,0,0,0,0,0,,,1,1,0,0,-.01276048,-.11709904,-.02064689
"2020-03-17","Sejong","KOR",41,0,0,41,36.548,127.239,1,343788,0,0,1,0,1,0,0,1,1,5,1,1,1,1,"","",8,17mar2020,2,3,2020,17,"Sejong",0,3.713572,3.713572,.025,.025,.0246925,0,0,0,0,,,1,1,0,0,-.00007376,-.11709904,-.00833361
"2020-03-18","Sejong","KOR",41,0,0,41,36.548,127.239,0,343788,0,0,1,0,1,0,0,1,1,5,1,1,1,1,"","",8,18mar2020,3,3,2020,18,"Sejong",0,3.713572,3.713572,0,0,0,0,0,0,0,,,1,1,0,0,-.02928316,-.11709904,-.0041242
"2020-03-19","Sejong","KOR",41,0,0,41,36.548,127.239,0,343788,0,0,1,0,1,0,0,1,1,5,1,1,1,1,"","",8,19mar2020,4,3,2020,19,"Sejong",0,3.713572,3.713572,0,0,0,0,0,0,0,,,1,1,0,0,-.02991915,-.11709904,-.00348821
"2020-03-20","Sejong","KOR",41,0,2,39,36.548,127.239,0,343788,0,0,1,0,1,0,0,1,1,5,1,1,1,1,"","",8,20mar2020,5,3,2020,20,"Sejong",0,3.663562,3.713572,0,0,-.0500104,0,0,0,0,,,1,1,0,0,-.06731089,-.11709904,.03390352
"2020-03-21","Sejong","KOR",41,0,3,38,36.548,127.239,0,343788,0,0,1,0,1,0,0,1,1,5,1,1,1,1,"","",8,21mar2020,6,3,2020,21,"Sejong",0,3.637586,3.713572,0,0,-.0259755,0,0,0,0,,,1,1,0,0,-.03182293,-.11709904,-.00158444
"2020-03-22","Sejong","KOR",42,0,3,39,36.548,127.239,1,343788,0,0,1,0,1,.25,0,1,1,6,1,1,1,1,"","",9,22mar2020,0,3,2020,22,"Sejong",0,3.663562,3.73767,.0263158,.0263158,.0259755,0,0,1,0,,,1,1,0,1,-.00564141,-.11709904,.00381491
"2020-03-23","Sejong","KOR",42,0,3,39,36.548,127.239,0,343788,0,0,1,0,1,.25,0,1,1,6,1,1,1,1,"","",9,23mar2020,1,3,2020,23,"Sejong",0,3.663562,3.73767,0,0,0,0,0,0,0,,,1,1,0,1,-.01780549,-.11709904,-.02064689
"2020-03-24","Sejong","KOR",44,0,3,41,36.548,127.239,2,343788,0,0,1,0,1,.25,0,1,1,6,1,1,1,1,"","",9,24mar2020,2,3,2020,24,"Sejong",0,3.713572,3.78419,.0500104,.0512821,.0500104,0,0,0,0,,,1,1,0,1,.01989167,-.11709904,-.00833361
"2020-03-25","Sejong","KOR",44,0,8,36,36.548,127.239,0,343788,0,0,1,0,1,.25,0,1,1,6,1,1,1,1,"","",9,25mar2020,3,3,2020,25,"Sejong",0,3.583519,3.78419,0,0,-.130053,0,0,0,0,,,1,1,0,1,-.03432817,-.11709904,-.0041242
"2020-03-26","Sejong","KOR",44,0,9,35,36.548,127.239,0,343788,0,0,1,0,1,.25,0,1,1,6,1,1,1,1,"","",9,26mar2020,4,3,2020,26,"Sejong",0,3.555348,3.78419,0,0,-.0281708,0,0,0,0,,,1,1,0,1,-.03496416,-.11709904,-.00348821
"2020-03-27","Sejong","KOR",44,0,9,35,36.548,127.239,0,343788,0,0,1,0,1,.5,0,1,1,7,1,1,1,1,"","",9,27mar2020,5,3,2020,27,"Sejong",0,3.555348,3.78419,0,0,0,0,0,0,1,,,1,1,0,1,-.03866064,-.11709904,.03390352
"2020-03-28","Sejong","KOR",46,0,11,35,36.548,127.239,2,343788,0,0,1,0,1,.5,0,1,1,7,1,1,1,1,"","",9,28mar2020,6,3,2020,28,"Sejong",0,3.555348,3.828641,.0571429,.0571429,0,0,0,0,0,,,1,1,0,1,.01522991,-.11709904,-.00158444
"2020-03-29","Sejong","KOR",46,0,12,34,36.548,127.239,0,343788,0,0,1,0,1,.5,0,1,1,7,1,1,1,1,"","",9,29mar2020,0,3,2020,29,"Sejong",0,3.526361,3.828641,0,0,-.0289876,0,0,0,0,,,1,1,0,1,-.0473123,-.11709904,.00381491
"2020-03-30","Sejong","KOR",46,0,12,34,36.548,127.239,0,343788,0,0,1,0,1,.5,0,1,1,7,1,1,1,1,"","",9,30mar2020,1,3,2020,30,"Sejong",0,3.526361,3.828641,0,0,0,0,0,0,0,,,1,1,0,1,-.0228505,-.11709904,-.02064689
"2020-03-31","Sejong","KOR",46,0,12,34,36.548,127.239,0,343788,0,0,1,0,1,.5,0,1,1,7,1,1,1,1,"","",9,31mar2020,2,3,2020,31,"Sejong",0,3.526361,3.828641,0,0,0,0,0,0,0,,,1,1,0,1,-.03516378,-.11709904,-.00833361
"2020-04-01","Sejong","KOR",46,0,12,34,36.548,127.239,0,343788,0,0,1,0,1,.75,0,1,1,7,1,1,1,1,"","",9,01apr2020,3,4,2020,1,"Sejong",0,3.526361,3.828641,0,0,0,0,0,0,0,,,1,1,0,1,-.0444182,-.11709904,-.0041242
"2020-04-02","Sejong","KOR",46,0,12,34,36.548,127.239,0,343788,0,0,1,0,1,.75,0,1,1,7,1,1,1,1,"","",9,02apr2020,4,4,2020,2,"Sejong",0,3.526361,3.828641,0,0,0,0,0,0,0,,,1,1,0,1,-.04505419,-.11709904,-.00348821
"2020-04-03","Sejong","KOR",46,0,15,31,36.548,127.239,0,343788,0,0,1,0,1,.75,0,1,1,7,1,1,1,1,"","",9,03apr2020,5,4,2020,3,"Sejong",0,3.433987,3.828641,0,0,-.0923734,0,0,0,0,,,1,1,0,1,-.08244592,-.11709904,.03390352
"2020-04-04","Sejong","KOR",46,0,16,30,36.548,127.239,0,343788,0,0,1,0,1,.75,0,1,1,7,1,1,1,1,"","",9,04apr2020,6,4,2020,4,"Sejong",0,3.401197,3.828641,0,0,-.0327897,0,0,0,0,,,1,1,0,1,-.04695796,-.11709904,-.00158444
"2020-04-05","Sejong","KOR",46,0,17,29,36.548,127.239,0,343788,0,0,1,0,1,1,0,1,1,7,1,1,1,1,"","",9,05apr2020,0,4,2020,5,"Sejong",0,3.367296,3.828641,0,0,-.0339017,0,0,0,0,,,1,1,0,1,-.05740232,-.11709904,.00381491
"2020-04-06","Sejong","KOR",46,0,17,29,36.548,127.239,0,343788,0,0,1,0,1,1,0,1,1,7,1,1,1,1,"","",9,06apr2020,1,4,2020,6,"Sejong",0,3.367296,3.828641,0,0,0,0,0,0,0,,,1,1,0,1,-.03294053,-.11709904,-.02064689
"2020-02-18","Seoul","KOR",12,0,3,9,37.533,126.991,0,9736962,0,0,1,0,0,0,0,0,0,3,1,1,0,0,"","",3,18feb2020,2,2,2020,18,"Seoul",1,2.197225,2.484907,0,0,0,0,0,0,0,.066091,.0625,0,0,0,0,-.39849644,.09268483,-.00833361
"2020-02-19","Seoul","KOR",13,0,5,8,37.533,126.991,1,9736962,0,0,1,0,0,0,0,0,0,3,1,1,0,0,"","",3,19feb2020,3,2,2020,19,"Seoul",1,2.079442,2.564949,.1111111,.1111111,-.1177831,0,0,0,0,.066091,.0555556,0,0,0,0,-.29159473,.09268483,-.0041242
"2020-02-20","Seoul","KOR",14,0,5,9,37.533,126.991,1,9736962,0,0,1,0,0,0,0,0,0,4,1,1,0,0,"","",3,20feb2020,4,2,2020,20,"Seoul",1,2.197225,2.639057,.1177831,.125,.1177831,1,0,0,0,.066091,.4154161,0,0,0,0,-.35976468,.09268483,-.00348821
"2020-02-21","Seoul","KOR",21,0,6,15,37.533,126.991,7,9736962,0,0,1,1,0,0,1,0,0,4,1,1,0,0,"","",5,21feb2020,5,2,2020,21,"Seoul",1,2.70805,3.044523,.5108256,.7777778,.5108256,0,0,0,0,.066091,.8228254,0,1,0,0,.27264178,.09268483,.03390352
"2020-02-22","Seoul","KOR",24,0,6,18,37.533,126.991,3,9736962,0,0,1,1,0,0,1,0,0,4,1,1,0,0,"","",5,22feb2020,6,2,2020,22,"Seoul",1,2.890372,3.178054,.1823215,.2,.1823215,0,0,0,0,.066091,.3618386,0,1,0,0,-.02037434,.09268483,-.00158444
"2020-02-23","Seoul","KOR",25,0,6,19,37.533,126.991,1,9736962,0,0,1,1,0,0,1,0,0,4,1,1,0,0,"","",5,23feb2020,0,2,2020,23,"Seoul",1,2.944439,3.218876,.0540671,.0555556,.0540671,0,0,0,0,.066091,.4642896,0,1,0,0,-.15402811,.09268483,.00381491
"2020-02-24","Seoul","KOR",31,0,6,25,37.533,126.991,6,9736962,0,0,1,1,0,0,1,0,0,4,1,1,0,0,"","",5,24feb2020,1,2,2020,24,"Seoul",1,3.218876,3.433987,.274437,.3157895,.274437,0,0,0,0,.066091,.2547962,0,1,0,0,.09080351,.09268483,-.02064689
"2020-02-25","Seoul","KOR",40,0,9,31,37.533,126.991,9,9736962,0,0,1,1,0,0,1,0,0,4,1,1,0,0,"","",5,25feb2020,2,2,2020,25,"Seoul",1,3.433987,3.688879,.2151113,.36,.2151113,0,0,0,0,.066091,.1869705,0,1,0,0,.01916453,.09268483,-.00833361
"2020-02-26","Seoul","KOR",59,0,9,50,37.533,126.991,19,9736962,0,0,1,1,0,0,1,0,0,4,1,1,0,0,"","",5,26feb2020,3,2,2020,26,"Seoul",1,3.912023,4.077538,.4780359,.6129032,.4780359,0,0,0,0,.066091,.274206,0,1,0,0,.2778798,.09268483,-.0041242
"2020-02-27","Seoul","KOR",65,0,9,56,37.533,126.991,6,9736962,0,0,1,1,0,0,1,0,0,4,1,1,0,0,"","",5,27feb2020,4,2,2020,27,"Seoul",1,4.025352,4.174387,.1133285,.12,.1133285,0,0,0,0,.066091,.1849032,0,1,0,0,-.08746366,.09268483,-.00348821
"2020-02-28","Seoul","KOR",77,0,9,68,37.533,126.991,12,9736962,0,0,1,1,0,0,1,0,0,4,1,1,1,0,"","",6,28feb2020,5,2,2020,28,"Seoul",1,4.219508,4.343805,.1941562,.2142857,.1941562,0,0,0,0,.066091,.2587703,0,1,0,0,.05724716,.09268483,.03390352
"2020-02-29","Seoul","KOR",86,0,9,77,37.533,126.991,9,9736962,0,0,1,1,0,0,1,0,1,5,1,1,1,0,"","",7,29feb2020,6,2,2020,29,"Seoul",1,4.343805,4.454347,.1242976,.1323529,.1242976,0,1,0,0,.066091,.1269707,1,1,0,0,.00372189,.09268483,-.00158444
"2020-03-01","Seoul","KOR",92,0,9,83,37.533,126.991,6,9736962,0,0,1,1,0,0,1,0,1,5,1,1,1,0,"","",7,01mar2020,0,3,2020,1,"Seoul",1,4.41884,4.521789,.0750351,.0779221,.0750351,0,0,0,0,.066091,.1065353,1,1,0,0,-.01099732,.09268483,.00381491
"2020-03-02","Seoul","KOR",98,0,13,85,37.533,126.991,6,9736962,0,0,1,1,0,0,1,1,1,5,1,1,1,0,"","",8,02mar2020,1,3,2020,2,"Seoul",1,4.442651,4.584968,.0722892,.0722892,.0238109,0,0,0,0,.066091,.0335941,1,1,0,0,.01071854,.09268483,-.02064689
"2020-03-03","Seoul","KOR",99,0,15,84,37.533,126.991,1,9736962,0,0,1,1,0,0,1,1,1,5,1,1,1,0,"","",8,03mar2020,2,3,2020,3,"Seoul",1,4.430817,4.59512,.0117647,.0117647,-.0118346,0,0,0,0,.066091,.0636262,1,1,0,0,-.06211919,.09268483,-.00833361
"2020-03-04","Seoul","KOR",103,0,26,77,37.533,126.991,4,9736962,0,0,1,1,0,0,1,1,1,5,1,1,1,0,"","",8,04mar2020,3,3,2020,4,"Seoul",1,4.343805,4.634729,.047619,.047619,-.0870113,0,0,0,0,.066091,.0738898,1,1,0,0,-.03047425,.09268483,-.0041242
