bundesland,refdatum,case_count,adm1_name,date,cum_confirmed_cases,c1_schoolclosing,c2_workplaceclosing,c3_cancelpublicevents,c4_restrictionsongatherings,c5_closepublictransport,c6_stayathomerequirements,c7_domestictravel,c8_internationaltravel,e1_incomesupport,e2_debtcontractrelief,h1_publicinfocampaign,h2_testingpolicy,h3_contacttracing,school_closure,work_from_home,no_public_gathering,no_private_gathering,home_isolation,travel_ban_local,travel_ban_intl,t,dow,month,year,day,adm1_id,longest_series,daily_confirmed_cases,l_cum_confirmed_cases,D_l_cum_confirmed_cases,sample_avg,day_avg,p_ger_1,p_ger_2,p_ger_3,p_ger_4,p_ger_5,p_ger_6,p_ger_7
"Baden-Württemberg","2020/03/16 00:00:00",1115,"Baden-Württemberg","2020-03-16",7279,"3","0","2","1","0","1","0","3","2","0","2","1","2",1,0,1,1,1,0,1,16mar2020,1,3,2020,16,"Baden-Württemberg",0,1115,7.01661,.2550368,,,1,0,1,1,1,0,1
"Baden-Württemberg","2020/03/17 00:00:00",993,"Baden-Württemberg","2020-03-17",8272,"3","0","2","1","0","1","0","3","2","0","2","1","2",1,0,1,1,1,0,1,17mar2020,2,3,2020,17,"Baden-Württemberg",0,993,6.900731,,,,1,0,1,1,1,0,1
"Baden-Württemberg","2020/03/18 00:00:00",1062,"Baden-Württemberg","2020-03-18",9334,"3","0","2","1","0","1","1","4","2","0","2","1","1",1,0,1,1,1,1,1,18mar2020,3,3,2020,18,"Baden-Württemberg",0,1062,6.967909,.0671787,,,1,0,1,1,1,1,1
"Baden-Württemberg","2020/03/19 00:00:00",927,"Baden-Württemberg","2020-03-19",10261,"3","0","2","1","0","1","2","4","2","0","2","1","1",1,0,1,1,1,1,1,19mar2020,4,3,2020,19,"Baden-Württemberg",0,927,6.831954,,,,1,0,1,1,1,1,1
"Baden-Württemberg","2020/03/20 00:00:00",1088,"Baden-Württemberg","2020-03-20",11349,"3","0","2","1","0","1","2","4","2","0","2","1","1",1,0,1,1,1,1,1,20mar2020,5,3,2020,20,"Baden-Württemberg",0,1088,6.992096,.1601429,,,1,0,1,1,1,1,1
"Baden-Württemberg","2020/03/21 00:00:00",838,"Baden-Württemberg","2020-03-21",12187,"3","0","2","4","0","2","2","4","2","0","2","1","1",1,0,1,1,1,1,1,21mar2020,6,3,2020,21,"Baden-Württemberg",0,838,6.731018,,,,1,0,1,1,1,1,1
"Baden-Württemberg","2020/03/22 00:00:00",716,"Baden-Württemberg","2020-03-22",12903,"3","2","2","4","0","2","2","4","2","0","2","1","1",1,1,1,1,1,1,1,22mar2020,0,3,2020,22,"Baden-Württemberg",0,716,6.57368,,,,1,1,1,1,1,1,1
"Baden-Württemberg","2020/03/23 00:00:00",969,"Baden-Württemberg","2020-03-23",13872,"3","2","2","4","0","2","2","4","2","0","2","1","1",1,1,1,1,1,1,1,23mar2020,1,3,2020,23,"Baden-Württemberg",0,969,6.876265,.3025842,,,1,1,1,1,1,1,1
"Baden-Württemberg","2020/03/24 00:00:00",794,"Baden-Württemberg","2020-03-24",14666,"3","2","2","4","0","2","2","4","2","0","2","1","1",1,1,1,1,1,1,1,24mar2020,2,3,2020,24,"Baden-Württemberg",0,794,6.677083,,,,1,1,1,1,1,1,1
"Baden-Württemberg","2020/03/25 00:00:00",841,"Baden-Württemberg","2020-03-25",15507,"3","2","2","4","0","2","2","4","2","0","2","1","1",1,1,1,1,1,1,1,25mar2020,3,3,2020,25,"Baden-Württemberg",0,841,6.734591,.057508,,,1,1,1,1,1,1,1
"Baden-Württemberg","2020/03/26 00:00:00",791,"Baden-Württemberg","2020-03-26",16298,"3","2","2","4","0","2","2","4","2","0","2","1","1",1,1,1,1,1,1,1,26mar2020,4,3,2020,26,"Baden-Württemberg",0,791,6.673298,,,,1,1,1,1,1,1,1
"Baden-Württemberg","2020/03/27 00:00:00",849,"Baden-Württemberg","2020-03-27",17147,"3","2","2","4","0","2","2","4","2","0","2","1","1",1,1,1,1,1,1,1,27mar2020,5,3,2020,27,"Baden-Württemberg",0,849,6.744059,.0707612,,,1,1,1,1,1,1,1
"Baden-Württemberg","2020/03/28 00:00:00",758,"Baden-Württemberg","2020-03-28",17905,"3","2","2","4","0","2","2","4","2","0","2","1","1",1,1,1,1,1,1,1,28mar2020,6,3,2020,28,"Baden-Württemberg",0,758,6.630683,,,,1,1,1,1,1,1,1
"Baden-Württemberg","2020/03/29 00:00:00",651,"Baden-Württemberg","2020-03-29",18556,"3","2","2","4","0","2","2","4","2","0","2","1","1",1,1,1,1,1,1,1,29mar2020,0,3,2020,29,"Baden-Württemberg",0,651,6.478509,,,,1,1,1,1,1,1,1
"Baden-Württemberg","2020/03/30 00:00:00",918,"Baden-Württemberg","2020-03-30",19474,"3","2","2","4","0","2","2","4","2","0","2","1","1",1,1,1,1,1,1,1,30mar2020,1,3,2020,30,"Baden-Württemberg",0,918,6.822197,.343688,,,1,1,1,1,1,1,1
"Baden-Württemberg","2020/03/31 00:00:00",782,"Baden-Württemberg","2020-03-31",20256,"3","2","2","4","0","2","2","4","2","0","2","1","1",1,1,1,1,1,1,1,31mar2020,2,3,2020,31,"Baden-Württemberg",0,782,6.661855,,,,1,1,1,1,1,1,1
"Baden-Württemberg","2020/04/01 00:00:00",875,"Baden-Württemberg","2020-04-01",21131,"3","2","2","4","0","2","2","4","2","1","2","1","1",1,1,1,1,1,1,1,01apr2020,3,4,2020,1,"Baden-Württemberg",0,875,6.774224,.1123691,,,1,1,1,1,1,1,1
"Baden-Württemberg","2020/04/02 00:00:00",805,"Baden-Württemberg","2020-04-02",21936,"3","2","2","4","0","2","2","4","2","1","2","1","1",1,1,1,1,1,1,1,02apr2020,4,4,2020,2,"Baden-Württemberg",0,805,6.690842,,,,1,1,1,1,1,1,1
"Baden-Württemberg","2020/04/03 00:00:00",816,"Baden-Württemberg","2020-04-03",22752,"3","2","2","4","0","2","2","4","2","1","2","1","1",1,1,1,1,1,1,1,03apr2020,5,4,2020,3,"Baden-Württemberg",0,816,6.704414,.0135722,,,1,1,1,1,1,1,1
"Baden-Württemberg","2020/04/04 00:00:00",599,"Baden-Württemberg","2020-04-04",23351,"3","2","2","4","0","2","2","4","2","1","2","1","1",1,1,1,1,1,1,1,04apr2020,6,4,2020,4,"Baden-Württemberg",0,599,6.395262,,,,1,1,1,1,1,1,1
"Baden-Württemberg","2020/04/05 00:00:00",480,"Baden-Württemberg","2020-04-05",23831,"3","2","2","4","0","2","2","4","2","1","2","1","1",1,1,1,1,1,1,1,05apr2020,0,4,2020,5,"Baden-Württemberg",0,480,6.173786,,,,1,1,1,1,1,1,1
"Baden-Württemberg","2020/04/06 00:00:00",591,"Baden-Württemberg","2020-04-06",24422,"3","2","2","4","0","2","2","4","2","1","2","1","1",1,1,1,1,1,1,1,06apr2020,1,4,2020,6,"Baden-Württemberg",0,591,6.381816,.2080297,,,1,1,1,1,1,1,1
"Bayern","2020/02/23 00:00:00",7,"Bayern","2020-02-23",51,"0","0","0","0","0","0","0","0","0","0","2","1","2",0,0,0,0,0,0,0,23feb2020,0,2,2020,23,"Bayern",1,,,,.3060122,.5275533,0,0,0,0,0,0,0
"Bayern","2020/02/24 00:00:00",9,"Bayern","2020-02-24",60,"0","0","0","0","0","0","0","0","0","0","2","1","2",0,0,0,0,0,0,0,24feb2020,1,2,2020,24,"Bayern",1,9,2.197225,,.3060122,.5275533,0,0,0,0,0,0,0
"Bayern","2020/02/25 00:00:00",11,"Bayern","2020-02-25",71,"0","0","0","0","0","0","0","0","0","0","2","1","2",0,0,0,0,0,0,0,25feb2020,2,2,2020,25,"Bayern",1,11,2.397895,.2006707,.3060122,.5275533,0,0,0,0,0,0,0
"Bayern","2020/02/26 00:00:00",18,"Bayern","2020-02-26",89,"2","0","0","0","0","0","0","0","0","0","2","1","2",1,0,0,0,0,0,0,26feb2020,3,2,2020,26,"Bayern",1,18,2.890372,.4924765,.3060122,.419632,1,0,0,0,0,0,0
"Bayern","2020/02/27 00:00:00",30,"Bayern","2020-02-27",119,"2","0","0","0","0","0","0","0","0","0","2","1","2",1,0,0,0,0,0,0,27feb2020,4,2,2020,27,"Bayern",1,30,3.401197,.5108256,.3060122,.271457,1,0,0,0,0,0,0
"Bayern","2020/02/28 00:00:00",37,"Bayern","2020-02-28",156,"2","0","0","0","0","0","0","1","0","0","2","1","2",1,0,0,0,0,0,1,28feb2020,5,2,2020,28,"Bayern",1,37,3.610918,.2097204,.3060122,.5095519,1,0,0,0,0,0,1
"Bayern","2020/02/29 00:00:00",50,"Bayern","2020-02-29",206,"2","0","1","0","0","0","0","1","0","0","2","1","2",1,0,1,0,0,0,1,29feb2020,6,2,2020,29,"Bayern",1,50,3.912023,.3011053,.3060122,.1505526,1,0,1,0,0,0,1
"Bayern","2020/03/01 00:00:00",34,"Bayern","2020-03-01",240,"2","0","1","0","0","0","0","1","0","0","2","1","2",1,0,1,0,0,0,1,01mar2020,0,3,2020,1,"Bayern",1,34,3.526361,,.3060122,.5521935,1,0,1,0,0,0,1
"Bayern","2020/03/02 00:00:00",63,"Bayern","2020-03-02",303,"2","0","1","0","0","0","0","1","0","0","2","1","2",1,0,1,0,0,0,1,02mar2020,1,3,2020,2,"Bayern",1,63,4.143135,.6167741,.3060122,.3665027,1,0,1,0,0,0,1
"Bayern","2020/03/03 00:00:00",51,"Bayern","2020-03-03",354,"2","0","1","0","0","0","0","1","0","0","2","1","2",1,0,1,0,0,0,1,03mar2020,2,3,2020,3,"Bayern",1,51,3.931826,,.3060122,.3776734,1,0,1,0,0,0,1
"Bayern","2020/03/04 00:00:00",63,"Bayern","2020-03-04",417,"2","0","1","0","0","0","0","1","0","0","2","1","2",1,0,1,0,0,0,1,04mar2020,3,3,2020,4,"Bayern",1,63,4.143135,.211309,.3060122,.3299221,1,0,1,0,0,0,1
"Bayern","2020/03/05 00:00:00",75,"Bayern","2020-03-05",492,"2","0","1","0","0","0","0","1","0","0","2","1","2",1,0,1,0,0,0,1,05mar2020,4,3,2020,5,"Bayern",1,75,4.317488,.1743536,.3060122,.2693281,1,0,1,0,0,0,1
"Bayern","2020/03/06 00:00:00",132,"Bayern","2020-03-06",624,"2","0","1","0","0","0","0","1","0","0","2","1","2",1,0,1,0,0,0,1,06mar2020,5,3,2020,6,"Bayern",1,132,4.882802,.5653138,.3060122,.6403215,1,0,1,0,0,0,1
"Bayern","2020/03/07 00:00:00",149,"Bayern","2020-03-07",773,"2","0","1","0","0","0","0","1","0","0","2","1","2",1,0,1,0,0,0,1,07mar2020,6,3,2020,7,"Bayern",1,149,5.003946,.1211443,.3060122,.4250667,1,0,1,0,0,0,1
"Bayern","2020/03/08 00:00:00",159,"Bayern","2020-03-08",932,"2","0","1","0","0","0","0","1","0","0","2","1","2",1,0,1,0,0,0,1,08mar2020,0,3,2020,8,"Bayern",1,159,5.068904,.0649581,.3060122,.524296,1,0,1,0,0,0,1
"Bayern","2020/03/09 00:00:00",325,"Bayern","2020-03-09",1257,"2","0","1","0","0","1","0","1","0","0","2","1","2",1,0,1,0,1,0,1,09mar2020,1,3,2020,9,"Bayern",1,325,5.783825,.714921,.3060122,.4707234,1,0,1,0,1,0,1
"Bayern","2020/03/10 00:00:00",411,"Bayern","2020-03-10",1668,"2","0","2","1","0","1","0","1","0","0","2","1","2",1,0,1,1,1,0,1,10mar2020,2,3,2020,10,"Bayern",1,411,6.018593,.2347679,.3060122,.3423186,1,0,1,1,1,0,1
"Bayern","2020/03/11 00:00:00",471,"Bayern","2020-03-11",2139,"2","0","2","1","0","1","0","1","0","0","2","1","2",1,0,1,1,1,0,1,11mar2020,3,3,2020,11,"Bayern",1,471,6.154858,.1362648,.3060122,.2739171,1,0,1,1,1,0,1
"Bayern","2020/03/12 00:00:00",547,"Bayern","2020-03-12",2686,"2","0","2","1","0","1","0","1","0","0","2","1","2",1,0,1,1,1,0,1,12mar2020,4,3,2020,12,"Bayern",1,547,6.304449,.1495905,.3060122,.2112772,1,0,1,1,1,0,1
"Bayern","2020/03/13 00:00:00",788,"Bayern","2020-03-13",3474,"2","0","2","1","0","1","0","1","0","0","2","1","2",1,0,1,1,1,0,1,13mar2020,5,3,2020,13,"Bayern",1,788,6.669498,.3650494,.3060122,.2866347,1,0,1,1,1,0,1
"Bayern","2020/03/14 00:00:00",800,"Bayern","2020-03-14",4274,"2","0","2","1","0","1","0","1","0","0","2","1","2",1,0,1,1,1,0,1,14mar2020,6,3,2020,14,"Bayern",1,800,6.684612,.0151138,.3060122,.074459,1,0,1,1,1,0,1
"Bayern","2020/03/15 00:00:00",893,"Bayern","2020-03-15",5167,"2","0","2","1","0","1","0","1","0","0","2","1","2",1,0,1,1,1,0,1,15mar2020,0,3,2020,15,"Bayern",1,893,6.794587,.1099749,.3060122,.170058,1,0,1,1,1,0,1
"Bayern","2020/03/16 00:00:00",1278,"Bayern","2020-03-16",6445,"3","0","2","1","0","1","0","3","2","0","2","1","2",1,0,1,1,1,0,1,16mar2020,1,3,2020,16,"Bayern",1,1278,7.153052,.3584652,.3060122,.375122,1,0,1,1,1,0,1
"Bayern","2020/03/17 00:00:00",1231,"Bayern","2020-03-17",7676,"3","0","2","1","0","1","0","3","2","0","2","1","2",1,0,1,1,1,0,1,17mar2020,2,3,2020,17,"Bayern",1,1231,7.115582,,.3060122,.1463349,1,0,1,1,1,0,1
"Bayern","2020/03/18 00:00:00",1343,"Bayern","2020-03-18",9019,"3","0","2","1","0","1","1","4","2","0","2","1","1",1,0,1,1,1,1,1,18mar2020,3,3,2020,18,"Bayern",1,1343,7.202661,.087079,.3060122,.1202208,1,0,1,1,1,1,1
"Bayern","2020/03/19 00:00:00",1251,"Bayern","2020-03-19",10270,"3","0","2","1","0","1","2","4","2","0","2","1","1",1,0,1,1,1,1,1,19mar2020,4,3,2020,19,"Bayern",1,1251,7.131699,,.3060122,.1541243,1,0,1,1,1,1,1
