date,adm1_name,adm0_name,cum_confirmed_cases,cum_deaths,cum_recoveries,active_cases,lat,lon,active_cases_new,population,business_closure_opt,emergency_declaration,event_cancel,no_demonstration,no_gathering_opt,pos_cases_quarantine,religious_closure,school_closure,social_distance_opt,testing_regime,travel_ban_intl_in_opt,travel_ban_intl_out_opt,welfare_services_closure,work_from_home_opt,travel_ban_intl_in_opt_country_l,travel_ban_intl_out_opt_country_,policies_enacted,t,dow,month,year,day,adm1_id,longest_series,l_active_cases,l_cum_confirmed_cases,D_l_active_cases,transmissionrate,D_l_active_cases_raw,testing_change_kor_20feb2020,testing_change_kor_29feb2020,testing_change_kor_22mar2020,testing_change_kor_27mar2020,sample_avg,day_avg,p_kor_1,p_kor_2,p_kor_3,p_kor_4,_reghdfe_resid,__hdfe1__,__hdfe2__,country,D_l_cum_confirmed_cases,travel_ban_local_opt,no_gathering,travel_ban_intl_out,work_from_home,home_isolation,cum_confirmed_cases_imputed,testing_change_irn_13mar2020,travel_ban_local_opt_natl,school_closure_natl,p_irn_1,p_irn_2
2020-03-09,North Khorasan,IRN,34,NA,NA,NA,NA,NA,NA,863092,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,09mar2020,1,3,2020,9,North Khorasan,0,NA,3.526361,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0.10642606,0.065771,-0.01436335,IRN,0.3483067,1,1,1,1,0,34,0,1,1,1,0
2020-03-10,North Khorasan,IRN,34,NA,NA,NA,NA,NA,NA,863092,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,10mar2020,2,3,2020,10,North Khorasan,0,NA,3.526361,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,-0.22496091,0.065771,-0.03128304,IRN,0,1,1,1,1,0,34,0,1,1,1,0
2020-03-11,North Khorasan,IRN,45,NA,NA,NA,NA,NA,NA,863092,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,11mar2020,3,3,2020,11,North Khorasan,0,NA,3.806663,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0.07894389,0.065771,-0.05488579,IRN,0.280302,1,1,1,1,0,45,0,1,1,1,0
2020-03-12,North Khorasan,IRN,45,NA,NA,NA,NA,NA,NA,863092,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,12mar2020,4,3,2020,12,North Khorasan,0,NA,3.806663,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,-0.26410804,0.065771,0.0078641,IRN,0,1,1,1,1,0,45,0,1,1,1,0
2020-03-13,North Khorasan,IRN,45,NA,NA,NA,NA,NA,NA,863092,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,13mar2020,5,3,2020,13,North Khorasan,0,NA,3.806663,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,-0.12681073,0.065771,0.09906877,IRN,0,1,1,1,1,1,45,1,1,1,1,1
2020-03-14,North Khorasan,IRN,46,NA,NA,NA,NA,NA,NA,863092,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,14mar2020,6,3,2020,14,North Khorasan,0,NA,3.828641,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,-0.06595348,0.065771,-0.01470935,IRN,0.0219789,1,1,1,1,1,46,0,1,1,1,1
2020-03-15,North Khorasan,IRN,52,NA,NA,NA,NA,NA,NA,863092,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,15mar2020,0,3,2020,15,North Khorasan,0,NA,3.951244,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0.03988014,0.065771,-0.0199196,IRN,0.1226022,1,1,1,1,1,52,0,1,1,1,1
2020-03-16,North Khorasan,IRN,97,NA,NA,NA,NA,NA,NA,863092,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,16mar2020,1,3,2020,16,North Khorasan,0,NA,4.574711,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0.53518887,0.065771,-0.01436335,IRN,0.6234672,1,1,1,1,1,97,0,1,1,1,1
2020-03-17,North Khorasan,IRN,100,NA,NA,NA,NA,NA,NA,863092,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,17mar2020,2,3,2020,17,North Khorasan,0,NA,4.60517,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,-0.04089925,0.065771,-0.03128304,IRN,0.0304594,1,1,1,1,1,100,0,1,1,1,1
2020-03-18,North Khorasan,IRN,100,NA,NA,NA,NA,NA,NA,863092,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,18mar2020,3,3,2020,18,North Khorasan,0,NA,4.60517,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,-0.0477559,0.065771,-0.05488579,IRN,0,1,1,1,1,1,100,0,1,1,1,1
2020-03-19,North Khorasan,IRN,121,NA,NA,NA,NA,NA,NA,863092,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,19mar2020,4,3,2020,19,North Khorasan,0,NA,4.795791,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0.08011464,0.065771,0.0078641,IRN,0.1906204,1,1,1,1,1,121,0,1,1,1,1
2020-03-20,North Khorasan,IRN,138,NA,NA,NA,NA,NA,NA,863092,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,20mar2020,5,3,2020,20,North Khorasan,0,NA,4.927254,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,-0.07024741,0.065771,0.09906877,IRN,0.1314631,1,1,1,1,1,138,0,1,1,1,1
2020-03-21,North Khorasan,IRN,139,NA,NA,NA,NA,NA,NA,863092,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,21mar2020,6,3,2020,21,North Khorasan,0,NA,4.934474,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,-0.08071207,0.065771,-0.01470935,IRN,0.0072203,1,1,1,1,1,139,0,1,1,1,1
2020-03-22,North Khorasan,IRN,165,NA,NA,NA,NA,NA,NA,863092,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,22mar2020,0,3,2020,22,North Khorasan,0,NA,5.105946,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0.08874951,0.065771,-0.0199196,IRN,0.1714716,1,1,1,1,1,165,0,1,1,1,1
2020-03-05,Qazvin,IRN,64,NA,NA,NA,NA,NA,NA,1273761,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,05mar2020,4,3,2020,5,Qazvin,0,NA,4.158883,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0.40276095,-0.05000242,0.0078641,IRN,0.6623755,1,1,1,1,0,64,0,1,0,1,0
2020-03-06,Qazvin,IRN,129,NA,NA,NA,NA,NA,NA,1273761,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,06mar2020,5,3,2020,6,Qazvin,0,NA,4.859812,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0.35010999,-0.05000242,0.09906877,IRN,0.7009292,1,1,1,1,0,129,0,1,0,1,0
2020-03-07,Qazvin,IRN,131,NA,NA,NA,NA,NA,NA,1273761,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,07mar2020,6,3,2020,7,Qazvin,0,NA,4.875197,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,-0.2216559,-0.05000242,-0.01470935,IRN,0.0153852,1,1,1,1,0,131,0,1,0,1,0
2020-03-08,Qazvin,IRN,160,NA,NA,NA,NA,NA,NA,1273761,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,08mar2020,0,3,2020,8,Qazvin,0,NA,5.075174,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,-0.03185436,-0.05000242,-0.0199196,IRN,0.1999764,1,1,1,1,0,160,0,1,0,1,0
2020-03-09,Qazvin,IRN,200,NA,NA,NA,NA,NA,NA,1273761,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,09mar2020,1,3,2020,9,Qazvin,0,NA,5.298317,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,-0.01424348,-0.05000242,-0.01436335,IRN,0.2231436,1,1,1,1,0,200,0,1,0,1,0
2020-03-10,Qazvin,IRN,210,NA,NA,NA,NA,NA,NA,1273761,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,10mar2020,2,3,2020,10,Qazvin,0,NA,5.347107,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,-0.17167739,-0.05000242,-0.03128304,IRN,0.04879,1,1,1,1,0,210,0,1,0,1,0
2020-03-11,Qazvin,IRN,237,NA,NA,NA,NA,NA,NA,1273761,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,11mar2020,3,3,2020,11,Qazvin,0,NA,5.46806,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,-0.07591201,-0.05000242,-0.05488579,IRN,0.1209526,1,1,1,1,0,237,0,1,0,1,0
2020-03-12,Qazvin,IRN,279,NA,NA,NA,NA,NA,NA,1273761,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,12mar2020,4,3,2020,12,Qazvin,0,NA,5.631212,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,-0.09646276,-0.05000242,0.0078641,IRN,0.1631517,1,1,1,1,0,279,0,1,0,1,0
2020-03-13,Qazvin,IRN,291,NA,NA,NA,NA,NA,NA,1273761,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,13mar2020,5,3,2020,13,Qazvin,0,NA,5.673323,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,-0.0802058,-0.05000242,0.09906877,IRN,0.0421114,1,1,1,1,1,291,1,1,0,1,1
2020-03-14,Qazvin,IRN,338,NA,NA,NA,NA,NA,NA,1273761,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,14mar2020,6,3,2020,14,Qazvin,0,NA,5.823046,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0.06628378,-0.05000242,-0.01470935,IRN,0.1497226,1,1,1,1,1,338,0,1,0,1,1
2020-03-15,Qazvin,IRN,360,NA,NA,NA,NA,NA,NA,1273761,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,15mar2020,0,3,2020,15,Qazvin,0,NA,5.886104,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,-0.01517017,-0.05000242,-0.0199196,IRN,0.0630584,1,1,1,1,1,360,0,1,0,1,1
2020-03-16,Qazvin,IRN,400,NA,NA,NA,NA,NA,NA,1273761,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,16mar2020,1,3,2020,16,Qazvin,0,NA,5.991465,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0.02157571,-0.05000242,-0.01436335,IRN,0.1053605,1,1,1,1,1,400,0,1,0,1,1
2020-03-17,Qazvin,IRN,426,NA,NA,NA,NA,NA,NA,1273761,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,17mar2020,2,3,2020,17,Qazvin,0,NA,6.05444,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,-0.00389018,-0.05000242,-0.03128304,IRN,0.0629749,1,1,1,1,1,426,0,1,0,1,1
2020-03-18,Qazvin,IRN,479,NA,NA,NA,NA,NA,NA,1273761,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,18mar2020,3,3,2020,18,Qazvin,0,NA,6.1717,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0.07399857,-0.05000242,-0.05488579,IRN,0.1172609,1,1,1,1,1,479,0,1,0,1,1
2020-03-19,Qazvin,IRN,526,NA,NA,NA,NA,NA,NA,1273761,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,19mar2020,4,3,2020,19,Qazvin,0,NA,6.265301,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,-0.01241149,-0.05000242,0.0078641,IRN,0.0936007,1,1,1,1,1,526,0,1,0,1,1
2020-03-20,Qazvin,IRN,534,NA,NA,NA,NA,NA,NA,1273761,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,20mar2020,5,3,2020,20,Qazvin,0,NA,6.280396,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,-0.18212216,-0.05000242,0.09906877,IRN,0.0150948,1,1,1,1,1,534,0,1,0,1,1
2020-03-21,Qazvin,IRN,593,NA,NA,NA,NA,NA,NA,1273761,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,21mar2020,6,3,2020,21,Qazvin,0,NA,6.385194,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0.02135952,-0.05000242,-0.01470935,IRN,0.1047983,1,1,1,1,1,593,0,1,0,1,1
2020-03-22,Qazvin,IRN,622,NA,NA,NA,NA,NA,NA,1273761,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,22mar2020,0,3,2020,22,Qazvin,0,NA,6.43294,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,-0.03048284,-0.05000242,-0.0199196,IRN,0.0477457,1,1,1,1,1,622,0,1,0,1,1
2020-02-28,Qom,IRN,88,NA,NA,NA,NA,NA,NA,1292283,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,28feb2020,5,2,2020,28,Qom,0,NA,4.477337,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,-0.16890436,-0.25380631,0.09906877,IRN,0.2006707,1,1,1,0,0,88,0,0,0,0,0
2020-02-29,Qom,IRN,109,NA,NA,NA,NA,NA,NA,1292283,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,29feb2020,6,2,2020,29,Qom,0,NA,4.691348,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,-0.04178577,-0.25380631,-0.01470935,IRN,0.2140112,1,1,1,0,0,109,0,0,0,0,0
2020-03-01,Qom,IRN,139,NA,NA,NA,NA,NA,NA,1292283,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,01mar2020,0,3,2020,1,Qom,0,NA,4.934474,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,-0.00746079,-0.25380631,-0.0199196,IRN,0.2431259,1,1,1,0,0,139,0,0,0,0,0
2020-03-05,Qom,IRN,272,NA,NA,NA,NA,NA,NA,1292283,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,05mar2020,4,3,2020,5,Qom,0,NA,5.605802,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,-0.04192743,-0.25380631,0.0078641,IRN,0.1251631,1,1,1,1,0,378,0,0,0,1,0
2020-03-06,Qom,IRN,409,NA,NA,NA,NA,NA,NA,1292283,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,06mar2020,5,3,2020,6,Qom,0,NA,6.013715,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0.14961802,-0.25380631,0.09906877,IRN,0.4079132,1,1,1,1,0,515,0,0,0,1,0
2020-03-07,Qom,IRN,554,NA,NA,NA,NA,NA,NA,1292283,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,07mar2020,6,3,2020,7,Qom,0,NA,6.317165,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0.15893257,-0.25380631,-0.01470935,IRN,0.3034496,1,1,1,1,0,660,0,0,0,1,0
2020-03-08,Qom,IRN,571,NA,NA,NA,NA,NA,NA,1292283,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,08mar2020,0,3,2020,8,Qom,0,NA,6.347389,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,-0.10908249,-0.25380631,-0.0199196,IRN,0.0302243,1,1,1,1,0,677,0,0,0,1,0
2020-03-09,Qom,IRN,598,NA,NA,NA,NA,NA,NA,1292283,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,09mar2020,1,3,2020,9,Qom,0,NA,6.393591,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,-0.09866136,-0.25380631,-0.01436335,IRN,0.0462017,1,1,1,1,0,704,0,0,0,1,0
2020-03-10,Qom,IRN,637,NA,NA,NA,NA,NA,NA,1292283,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,10mar2020,2,3,2020,10,Qom,0,NA,6.456769,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,-0.06476484,-0.25380631,-0.03128304,IRN,0.0631785,1,1,1,1,0,743,0,0,0,1,0
2020-03-11,Qom,IRN,690,NA,NA,NA,NA,NA,NA,1292283,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,11mar2020,3,3,2020,11,Qom,0,NA,6.536692,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,-0.02441843,-0.25380631,-0.05488579,IRN,0.0799222,1,1,1,1,0,796,0,0,0,1,0
2020-03-12,Qom,IRN,732,NA,NA,NA,NA,NA,NA,1292283,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,12mar2020,4,3,2020,12,Qom,0,NA,6.59578,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,-0.1080018,-0.25380631,0.0078641,IRN,0.0590887,1,1,1,1,0,838,0,0,0,1,0
2020-03-13,Qom,IRN,774,NA,NA,NA,NA,NA,NA,1292283,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,13mar2020,5,3,2020,13,Qom,0,NA,6.651572,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0.02599818,-0.25380631,0.09906877,IRN,0.0557914,1,1,1,1,1,880,1,0,0,1,1
2020-03-14,Qom,IRN,806,NA,NA,NA,NA,NA,NA,1292283,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,14mar2020,6,3,2020,14,Qom,0,NA,6.692084,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0.04959728,-0.25380631,-0.01470935,IRN,0.0405121,1,1,1,1,1,912,0,0,0,1,1
2020-03-15,Qom,IRN,890,NA,NA,NA,NA,NA,NA,1292283,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,15mar2020,0,3,2020,15,Qom,0,NA,6.791222,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0.11343323,-0.25380631,-0.0199196,IRN,0.0991378,1,1,1,1,1,996,0,0,0,1,1
2020-03-16,Qom,IRN,909,NA,NA,NA,NA,NA,NA,1292283,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,16mar2020,1,3,2020,16,Qom,0,NA,6.812345,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0.0298626,-0.25380631,-0.01436335,IRN,0.0211234,1,1,1,1,1,1015,0,0,0,1,1
2020-03-17,Qom,IRN,938,NA,NA,NA,NA,NA,NA,1292283,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,17mar2020,2,3,2020,17,Qom,0,NA,6.84375,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0.05706385,-0.25380631,-0.03128304,IRN,0.031405,1,1,1,1,1,1044,0,0,0,1,1
2020-03-18,Qom,IRN,960,NA,NA,NA,NA,NA,NA,1292283,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,18mar2020,3,3,2020,18,Qom,0,NA,6.866933,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0.07244498,-0.25380631,-0.05488579,IRN,0.0231833,1,1,1,1,1,1066,0,0,0,1,1
2020-03-19,Qom,IRN,991,NA,NA,NA,NA,NA,NA,1292283,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,19mar2020,4,3,2020,19,Qom,0,NA,6.898715,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0.01829294,-0.25380631,0.0078641,IRN,0.0317812,1,1,1,1,1,1097,0,0,0,1,1
2020-03-20,Qom,IRN,1027,NA,NA,NA,NA,NA,NA,1292283,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,20mar2020,5,3,2020,20,Qom,0,NA,6.934397,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,-0.06901025,-0.25380631,0.09906877,IRN,0.0356827,1,1,1,1,1,1133,0,0,0,1,1
2020-03-21,Qom,IRN,1047,NA,NA,NA,NA,NA,NA,1292283,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,21mar2020,6,3,2020,21,Qom,0,NA,6.953684,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0.0283723,-0.25380631,-0.01470935,IRN,0.0192871,1,1,1,1,1,1153,0,0,0,1,1
2020-03-22,Qom,IRN,1064,NA,NA,NA,NA,NA,NA,1292283,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,22mar2020,0,3,2020,22,Qom,0,NA,6.96979,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0.03040157,-0.25380631,-0.0199196,IRN,0.0161061,1,1,1,1,1,1170,0,0,0,1,1
2020-03-05,Razavi Khorasan,IRN,80,NA,NA,NA,NA,NA,NA,6434501,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,05mar2020,4,3,2020,5,Razavi Khorasan,0,NA,4.382027,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0.79814248,0.08971023,0.0078641,IRN,1.08619,1,1,1,1,0,140,0,1,1,1,0
2020-03-06,Razavi Khorasan,IRN,80,NA,NA,NA,NA,NA,NA,6434501,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,06mar2020,5,3,2020,6,Razavi Khorasan,0,NA,4.382027,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,-0.37925194,0.08971023,0.09906877,IRN,0,1,1,1,1,0,140,0,1,1,1,0
2020-03-07,Razavi Khorasan,IRN,126,NA,NA,NA,NA,NA,NA,6434501,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,07mar2020,6,3,2020,7,Razavi Khorasan,0,NA,4.836282,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0.18878129,0.08971023,-0.01470935,IRN,0.4542551,1,1,1,1,0,186,0,1,1,1,0
2020-03-08,Razavi Khorasan,IRN,145,NA,NA,NA,NA,NA,NA,6434501,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,08mar2020,0,3,2020,8,Razavi Khorasan,0,NA,4.976734,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,-0.11981166,0.08971023,-0.0199196,IRN,0.1404519,1,1,1,1,0,205,0,1,1,1,0
2020-03-09,Razavi Khorasan,IRN,174,NA,NA,NA,NA,NA,NA,6434501,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,09mar2020,1,3,2020,9,Razavi Khorasan,0,NA,5.159055,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,-0.08349827,0.08971023,-0.01436335,IRN,0.1823215,1,1,1,1,0,234,0,1,1,1,0
2020-03-10,Razavi Khorasan,IRN,213,NA,NA,NA,NA,NA,NA,6434501,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,10mar2020,2,3,2020,10,Razavi Khorasan,0,NA,5.361292,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,-0.046663,0.08971023,-0.03128304,IRN,0.2022371,1,1,1,1,0,273,0,1,1,1,0
2020-03-11,Razavi Khorasan,IRN,247,NA,NA,NA,NA,NA,NA,6434501,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,11mar2020,3,3,2020,11,Razavi Khorasan,0,NA,5.509388,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,-0.0772013,0.08971023,-0.05488579,IRN,0.1480961,1,1,1,1,0,307,0,1,1,1,0
2020-03-12,Razavi Khorasan,IRN,276,NA,NA,NA,NA,NA,NA,6434501,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,12mar2020,4,3,2020,12,Razavi Khorasan,0,NA,5.620401,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,-0.17703481,0.08971023,0.0078641,IRN,0.1110125,1,1,1,1,0,336,0,1,1,1,0
2020-03-13,Razavi Khorasan,IRN,386,NA,NA,NA,NA,NA,NA,6434501,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,13mar2020,5,3,2020,13,Razavi Khorasan,0,NA,5.955837,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0.18468639,0.08971023,0.09906877,IRN,0.3354363,1,1,1,1,1,446,1,1,1,1,1
2020-03-14,Razavi Khorasan,IRN,416,NA,NA,NA,NA,NA,NA,6434501,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,14mar2020,6,3,2020,14,Razavi Khorasan,0,NA,6.030685,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,-0.03702339,0.08971023,-0.01470935,IRN,0.0748482,1,1,1,1,1,476,0,1,1,1,1
2020-03-15,Razavi Khorasan,IRN,559,NA,NA,NA,NA,NA,NA,6434501,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,15mar2020,0,3,2020,15,Razavi Khorasan,0,NA,6.326149,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0.18880273,0.08971023,-0.0199196,IRN,0.295464,1,1,1,1,1,619,0,1,1,1,1
2020-03-16,Razavi Khorasan,IRN,559,NA,NA,NA,NA,NA,NA,6434501,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,16mar2020,1,3,2020,16,Razavi Khorasan,0,NA,6.326149,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,-0.11221757,0.08971023,-0.01436335,IRN,0,1,1,1,1,1,619,0,1,1,1,1
2020-03-17,Razavi Khorasan,IRN,622,NA,NA,NA,NA,NA,NA,6434501,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,17mar2020,2,3,2020,17,Razavi Khorasan,0,NA,6.43294,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0.01149267,0.08971023,-0.03128304,IRN,0.1067905,1,1,1,1,1,682,0,1,1,1,1
