areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,adm1_name,cum_confirmed_cases,c1_schoolclosing,c2_workplaceclosing,c3_cancelpublicevents,c4_restrictionsongatherings,c5_closepublictransport,c6_stayathomerequirements,c7_domestictravel,c8_internationaltravel,e1_incomesupport,e2_debtcontractrelief,h1_publicinfocampaign,h2_testingpolicy,h3_contacttracing,school_closure,work_from_home,no_public_gathering,no_private_gathering,transit_suspension,home_isolation,travel_ban_local
region,Yorkshire and The Humber,E12000003,2020-07-30,141,32252,Yorkshire and The Humber,32252,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-07-29,163,32111,Yorkshire and The Humber,32111,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-07-28,149,31948,Yorkshire and The Humber,31948,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-07-27,143,31799,Yorkshire and The Humber,31799,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-07-26,91,31656,Yorkshire and The Humber,31656,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-07-25,88,31565,Yorkshire and The Humber,31565,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-07-24,108,31477,Yorkshire and The Humber,31477,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-07-23,106,31369,Yorkshire and The Humber,31369,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-07-22,103,31263,Yorkshire and The Humber,31263,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-07-21,98,31160,Yorkshire and The Humber,31160,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-07-20,115,31062,Yorkshire and The Humber,31062,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-07-19,101,30947,Yorkshire and The Humber,30947,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-07-18,98,30846,Yorkshire and The Humber,30846,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-07-17,100,30748,Yorkshire and The Humber,30748,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-07-16,86,30648,Yorkshire and The Humber,30648,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-07-15,119,30562,Yorkshire and The Humber,30562,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-07-14,133,30443,Yorkshire and The Humber,30443,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-07-13,135,30310,Yorkshire and The Humber,30310,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-07-12,98,30175,Yorkshire and The Humber,30175,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-07-11,87,30077,Yorkshire and The Humber,30077,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-07-10,92,29990,Yorkshire and The Humber,29990,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-07-09,98,29898,Yorkshire and The Humber,29898,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-07-08,126,29800,Yorkshire and The Humber,29800,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-07-07,103,29674,Yorkshire and The Humber,29674,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-07-06,120,29571,Yorkshire and The Humber,29571,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-07-05,90,29451,Yorkshire and The Humber,29451,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-07-04,78,29361,Yorkshire and The Humber,29361,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-07-03,108,29283,Yorkshire and The Humber,29283,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-07-02,104,29175,Yorkshire and The Humber,29175,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-07-01,132,29071,Yorkshire and The Humber,29071,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-06-30,112,28939,Yorkshire and The Humber,28939,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-06-29,133,28827,Yorkshire and The Humber,28827,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-06-28,97,28694,Yorkshire and The Humber,28694,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-06-27,148,28597,Yorkshire and The Humber,28597,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-06-26,152,28449,Yorkshire and The Humber,28449,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-06-25,144,28297,Yorkshire and The Humber,28297,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-06-24,157,28153,Yorkshire and The Humber,28153,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-06-23,172,27996,Yorkshire and The Humber,27996,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-06-22,156,27824,Yorkshire and The Humber,27824,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-06-21,116,27668,Yorkshire and The Humber,27668,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-06-20,162,27552,Yorkshire and The Humber,27552,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-06-19,202,27390,Yorkshire and The Humber,27390,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-06-18,257,27188,Yorkshire and The Humber,27188,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-06-17,230,26931,Yorkshire and The Humber,26931,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-06-16,216,26701,Yorkshire and The Humber,26701,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-06-15,189,26485,Yorkshire and The Humber,26485,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-06-14,159,26296,Yorkshire and The Humber,26296,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-06-13,193,26137,Yorkshire and The Humber,26137,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-06-12,248,25944,Yorkshire and The Humber,25944,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-06-11,197,25696,Yorkshire and The Humber,25696,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-06-10,226,25499,Yorkshire and The Humber,25499,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-06-09,171,25273,Yorkshire and The Humber,25273,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-06-08,188,25102,Yorkshire and The Humber,25102,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-06-07,149,24914,Yorkshire and The Humber,24914,3,2,2,4,1,1,2,0,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-06-06,121,24765,Yorkshire and The Humber,24765,3,2,2,4,1,1,2,0,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-06-05,155,24644,Yorkshire and The Humber,24644,3,2,2,4,1,1,2,0,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-06-04,178,24489,Yorkshire and The Humber,24489,3,2,2,4,1,1,2,0,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-06-03,206,24311,Yorkshire and The Humber,24311,3,2,2,4,1,1,2,0,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-06-02,196,24105,Yorkshire and The Humber,24105,3,2,2,4,1,1,2,0,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-06-01,191,23909,Yorkshire and The Humber,23909,3,2,2,4,1,1,2,0,2,2,2,2,2,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-05-31,176,23718,Yorkshire and The Humber,23718,3,2,2,4,1,1,2,0,2,2,2,2,1,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-05-30,164,23542,Yorkshire and The Humber,23542,3,2,2,4,1,1,2,0,2,2,2,2,1,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-05-29,200,23378,Yorkshire and The Humber,23378,3,2,2,4,1,1,2,0,2,2,2,2,1,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-05-28,274,23178,Yorkshire and The Humber,23178,3,2,2,4,1,1,2,0,2,2,2,2,1,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-05-27,254,22904,Yorkshire and The Humber,22904,3,2,2,4,1,1,2,0,2,2,2,2,1,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-05-26,232,22650,Yorkshire and The Humber,22650,3,2,2,4,1,1,2,0,2,2,2,2,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-05-25,253,22418,Yorkshire and The Humber,22418,3,2,2,4,1,1,2,0,2,2,2,2,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-05-24,204,22165,Yorkshire and The Humber,22165,3,2,2,4,1,1,2,0,2,2,2,2,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-05-23,235,21961,Yorkshire and The Humber,21961,3,2,2,4,1,1,2,0,2,2,2,2,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-05-22,268,21726,Yorkshire and The Humber,21726,3,2,2,4,1,1,2,0,2,2,2,2,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-05-21,383,21458,Yorkshire and The Humber,21458,3,2,2,4,1,1,2,0,2,2,2,2,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-05-20,296,21075,Yorkshire and The Humber,21075,3,2,2,4,1,1,2,0,2,2,2,2,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-05-19,386,20779,Yorkshire and The Humber,20779,3,2,2,4,1,1,2,0,2,2,2,2,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-05-18,261,20393,Yorkshire and The Humber,20393,3,2,2,4,1,1,2,0,2,2,2,2,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-05-17,244,20132,Yorkshire and The Humber,20132,3,2,2,4,1,1,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-05-16,259,19888,Yorkshire and The Humber,19888,3,2,2,4,1,1,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-05-15,335,19629,Yorkshire and The Humber,19629,3,2,2,4,1,1,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-05-14,355,19294,Yorkshire and The Humber,19294,3,2,2,4,1,1,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-05-13,404,18939,Yorkshire and The Humber,18939,3,2,2,4,1,1,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-05-12,374,18535,Yorkshire and The Humber,18535,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-05-11,426,18161,Yorkshire and The Humber,18161,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-05-10,296,17735,Yorkshire and The Humber,17735,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-05-09,245,17439,Yorkshire and The Humber,17439,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-05-08,352,17194,Yorkshire and The Humber,17194,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-05-07,458,16842,Yorkshire and The Humber,16842,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-05-06,413,16384,Yorkshire and The Humber,16384,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-05-05,440,15971,Yorkshire and The Humber,15971,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-05-04,350,15531,Yorkshire and The Humber,15531,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-05-03,383,15181,Yorkshire and The Humber,15181,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-05-02,385,14798,Yorkshire and The Humber,14798,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-05-01,622,14413,Yorkshire and The Humber,14413,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-04-30,579,13791,Yorkshire and The Humber,13791,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-04-29,712,13212,Yorkshire and The Humber,13212,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-04-28,486,12500,Yorkshire and The Humber,12500,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-04-27,510,12014,Yorkshire and The Humber,12014,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-04-26,421,11504,Yorkshire and The Humber,11504,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-04-25,414,11083,Yorkshire and The Humber,11083,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-04-24,592,10669,Yorkshire and The Humber,10669,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-04-23,449,10077,Yorkshire and The Humber,10077,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-04-22,564,9628,Yorkshire and The Humber,9628,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-04-21,350,9064,Yorkshire and The Humber,9064,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-04-20,401,8714,Yorkshire and The Humber,8714,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-04-19,417,8313,Yorkshire and The Humber,8313,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-04-18,365,7896,Yorkshire and The Humber,7896,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-04-17,351,7531,Yorkshire and The Humber,7531,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-04-16,375,7180,Yorkshire and The Humber,7180,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-04-15,473,6805,Yorkshire and The Humber,6805,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-04-14,315,6332,Yorkshire and The Humber,6332,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-04-13,325,6017,Yorkshire and The Humber,6017,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-04-12,269,5692,Yorkshire and The Humber,5692,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-04-11,261,5423,Yorkshire and The Humber,5423,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-04-10,299,5162,Yorkshire and The Humber,5162,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-04-09,305,4863,Yorkshire and The Humber,4863,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-04-08,318,4558,Yorkshire and The Humber,4558,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-04-07,338,4240,Yorkshire and The Humber,4240,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-04-06,321,3902,Yorkshire and The Humber,3902,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-04-05,219,3581,Yorkshire and The Humber,3581,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-04-04,203,3362,Yorkshire and The Humber,3362,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-04-03,293,3159,Yorkshire and The Humber,3159,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-04-02,241,2866,Yorkshire and The Humber,2866,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-04-01,298,2625,Yorkshire and The Humber,2625,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-03-31,320,2327,Yorkshire and The Humber,2327,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-03-30,285,2007,Yorkshire and The Humber,2007,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-03-29,229,1722,Yorkshire and The Humber,1722,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-03-28,207,1493,Yorkshire and The Humber,1493,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-03-27,154,1286,Yorkshire and The Humber,1286,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-03-26,179,1132,Yorkshire and The Humber,1132,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-03-25,151,953,Yorkshire and The Humber,953,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-03-24,156,802,Yorkshire and The Humber,802,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-03-23,145,646,Yorkshire and The Humber,646,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,Yorkshire and The Humber,E12000003,2020-03-22,95,501,Yorkshire and The Humber,501,3,2,2,0,1,2,2,0,2,2,2,1,0,1,1,1,0,1,1,1
region,Yorkshire and The Humber,E12000003,2020-03-21,77,406,Yorkshire and The Humber,406,3,2,2,0,1,1,0,0,2,2,2,1,0,1,1,1,0,1,1,0
region,Yorkshire and The Humber,E12000003,2020-03-20,59,329,Yorkshire and The Humber,329,3,1,1,0,1,1,0,0,2,2,2,1,0,1,1,1,0,1,1,0
region,Yorkshire and The Humber,E12000003,2020-03-19,55,270,Yorkshire and The Humber,270,3,1,1,0,0,1,0,0,0,2,2,1,0,1,1,1,0,0,1,0
region,Yorkshire and The Humber,E12000003,2020-03-18,46,215,Yorkshire and The Humber,215,3,1,1,0,0,1,0,0,0,1,2,1,0,1,1,1,0,0,1,0
region,Yorkshire and The Humber,E12000003,2020-03-17,31,169,Yorkshire and The Humber,169,0,1,1,0,0,1,0,0,0,1,2,1,0,0,1,1,0,0,1,0
region,Yorkshire and The Humber,E12000003,2020-03-16,28,138,Yorkshire and The Humber,138,0,1,1,0,0,1,0,0,0,0,2,1,0,0,1,1,0,0,1,0
region,Yorkshire and The Humber,E12000003,2020-03-15,10,110,Yorkshire and The Humber,110,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0
region,Yorkshire and The Humber,E12000003,2020-03-14,12,100,Yorkshire and The Humber,100,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0
region,Yorkshire and The Humber,E12000003,2020-03-13,12,88,Yorkshire and The Humber,88,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0
region,Yorkshire and The Humber,E12000003,2020-03-12,14,76,Yorkshire and The Humber,76,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
region,Yorkshire and The Humber,E12000003,2020-03-11,10,62,Yorkshire and The Humber,62,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0
region,Yorkshire and The Humber,E12000003,2020-03-10,18,52,Yorkshire and The Humber,52,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0
region,Yorkshire and The Humber,E12000003,2020-03-09,7,34,Yorkshire and The Humber,34,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0
region,Yorkshire and The Humber,E12000003,2020-03-08,3,27,Yorkshire and The Humber,27,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0
region,Yorkshire and The Humber,E12000003,2020-03-07,5,24,Yorkshire and The Humber,24,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0
region,Yorkshire and The Humber,E12000003,2020-03-06,2,19,Yorkshire and The Humber,19,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0
region,Yorkshire and The Humber,E12000003,2020-03-05,2,17,Yorkshire and The Humber,17,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0
region,Yorkshire and The Humber,E12000003,2020-03-04,2,15,Yorkshire and The Humber,15,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0
region,Yorkshire and The Humber,E12000003,2020-03-03,4,13,Yorkshire and The Humber,13,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0
region,Yorkshire and The Humber,E12000003,2020-03-02,3,9,Yorkshire and The Humber,9,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0
region,Yorkshire and The Humber,E12000003,2020-03-01,2,6,Yorkshire and The Humber,6,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0
region,Yorkshire and The Humber,E12000003,2020-02-29,0,4,Yorkshire and The Humber,4,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0
region,Yorkshire and The Humber,E12000003,2020-02-28,2,4,Yorkshire and The Humber,4,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0
region,Yorkshire and The Humber,E12000003,2020-02-27,1,2,Yorkshire and The Humber,2,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0
region,Yorkshire and The Humber,E12000003,2020-02-26,0,1,Yorkshire and The Humber,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0
region,Yorkshire and The Humber,E12000003,2020-02-25,0,1,Yorkshire and The Humber,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0
region,Yorkshire and The Humber,E12000003,2020-02-24,0,1,Yorkshire and The Humber,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0
region,Yorkshire and The Humber,E12000003,2020-02-23,0,1,Yorkshire and The Humber,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0
region,Yorkshire and The Humber,E12000003,2020-02-22,0,1,Yorkshire and The Humber,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0
